Gene_Name,homologous_superfamily,name
LAMC1,['IPR038684'],"['Laminin, N-terminal domain superfamily']"
NPB,,
DEFB105B,,
ELOA2,['IPR035441'],['TFIIS/LEDGF domain superfamily']
SPTSSB,,
IL17RE,,
TEX11,['IPR011990'],['Tetratricopeptide-like helical domain superfamily']
ASTL,['IPR024079'],"['Metallopeptidase, catalytic domain superfamily']"
CCDC148,,
DNAJB2,['IPR036869'],['Chaperone J-domain superfamily']
CYB5R3,"['IPR017938', 'IPR039261']","['Riboflavin synthase-like beta-barrel', 'Ferredoxin-NADP reductase (FNR), nucleotide-binding domain']"
DNAJB1,"['IPR008971', 'IPR036869']","['HSP40/DnaJ peptide-binding', 'Chaperone J-domain superfamily']"
CNBP,['IPR036875'],"['Zinc finger, CCHC-type superfamily']"
XPA,"['IPR009061', 'IPR037129']","['Putative DNA-binding domain superfamily', 'XPA domain superfamily']"
HNRNPA3,['IPR035979'],['RNA-binding domain superfamily']
FUT6,['IPR038577'],['GT10-like superfamily']
KNL1,,
MYH3,"['IPR027401', 'IPR027417']","['Myosin IQ motif-containing domain superfamily', 'P-loop containing nucleoside triphosphate hydrolase']"
GPRIN3,,
BPIFB6,['IPR017943'],"['Bactericidal permeability-increasing protein, alpha/beta domain superfamily']"
CCDC146,['IPR017943'],"['Bactericidal permeability-increasing protein, alpha/beta domain superfamily']"
CCDC13,,
TOR1AIP2,['IPR038599'],"['LAP1C-like, C-terminal domain superfamily']"
BPIFC,['IPR017943'],"['Bactericidal permeability-increasing protein, alpha/beta domain superfamily']"
PJA1,['IPR013083'],"['Zinc finger, RING/FYVE/PHD-type']"
RPL15,"['IPR012678', 'IPR024794']","['Ribosomal protein L23/L15e core domain superfamily', 'Ribosomal protein L15e core domain superfamily']"
PRIM2,,
ZNF876P,,
DHFR,['IPR024072'],['Dihydrofolate reductase-like domain superfamily']
IGHV3-64,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
PRIM1,,
MAN2A2,"['IPR011013', 'IPR011330', 'IPR013780', 'IPR037094']","['Galactose mutarotase-like domain superfamily', 'Glycoside hydrolase/deacetylase, beta/alpha-barrel', 'Glycosyl hydrolase, all-beta', 'Glycoside hydrolase family 38, central domain superfamily']"
EVX1,['IPR009057'],['Homeobox-like domain superfamily']
TBC1D3E,['IPR009057'],['Homeobox-like domain superfamily']
CEACAM1,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
KHDC3L,['IPR036612'],"['K Homology domain, type 1 superfamily']"
ACP5,['IPR029052'],['Metallo-dependent phosphatase-like']
TDRD12,['IPR027417'],['P-loop containing nucleoside triphosphate hydrolase']
TPT1,"['IPR011057', 'IPR011323']","['Mss4-like superfamily', 'Mss4/translationally controlled tumour-associated TCTP']"
MDGA1,"['IPR013320', 'IPR013783', 'IPR036116', 'IPR036179']","['Concanavalin A-like lectin/glucanase domain superfamily', 'Immunoglobulin-like fold', 'Fibronectin type III superfamily', 'Immunoglobulin-like domain superfamily']"
TSPAN14,['IPR008952'],"['Tetraspanin, EC2 domain superfamily']"
GSPT2,['IPR009001'],"['Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal']"
NUDT10,['IPR015797'],['NUDIX hydrolase-like domain superfamily']
NYAP1,,
KLHDC8A,['IPR015915'],['Kelch-type beta propeller']
CRYBB3,['IPR011024'],['Gamma-crystallin-like']
REG1B,"['IPR016186', 'IPR016187']","['C-type lectin-like/link domain superfamily', 'C-type lectin fold']"
NBEA,"['IPR016024', 'IPR036322', 'IPR036372']","['Armadillo-type fold', 'WD40-repeat-containing domain superfamily', 'BEACH domain superfamily']"
FANCM,"['IPR010994', 'IPR011335', 'IPR027417']","['RuvA domain 2-like', 'Restriction endonuclease  type II-like', 'P-loop containing nucleoside triphosphate hydrolase']"
C18orf54,,
HOXA1,['IPR009057'],['Homeobox-like domain superfamily']
TFPI2,['IPR036880'],['Pancreatic trypsin inhibitor Kunitz domain superfamily']
FGF12,,
TTPA,"['IPR036273', 'IPR036865']","['CRAL/TRIO, N-terminal domain superfamily', 'CRAL-TRIO lipid binding domain superfamily']"
MAGOH,['IPR036605'],['Mago nashi superfamily']
TCHH,['IPR011992'],['EF-hand domain pair']
IGKV2-28,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
PXT1,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
SFT2D3,,
PHLPP2,"['IPR032675', 'IPR036457']","['Leucine-rich repeat domain superfamily', 'PPM-type phosphatase domain superfamily']"
STOX1,,
DSCR9,,
TRIM58,['IPR013320'],['Concanavalin A-like lectin/glucanase domain superfamily']
DSCR10,['IPR013320'],['Concanavalin A-like lectin/glucanase domain superfamily']
SLC26A10,['IPR036513'],['STAS domain superfamily']
RTP1,,
MMP11,"['IPR024079', 'IPR036375']","['Metallopeptidase, catalytic domain superfamily', 'Hemopexin-like domain superfamily']"
HELB,"['IPR024079', 'IPR036375']","['Metallopeptidase, catalytic domain superfamily', 'Hemopexin-like domain superfamily']"
ELOF1,['IPR038567'],['Transcription elongation factor 1 superfamily']
HILS1,['IPR036390'],['Winged helix DNA-binding domain superfamily']
ANAPC15,,
CCDC192,,
IGLV3-12,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
IGLV3-16,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
ECSCR,,
CDK7,['IPR011009'],['Protein kinase-like domain superfamily']
OR2M3,,
CCNH,['IPR036915'],['Cyclin-like superfamily']
OR2L5,,
OR2M7,,
COL22A1,"['IPR013320', 'IPR036465']","['Concanavalin A-like lectin/glucanase domain superfamily', 'von Willebrand factor A-like domain superfamily']"
CDIPT-AS1,"['IPR013320', 'IPR036465']","['Concanavalin A-like lectin/glucanase domain superfamily', 'von Willebrand factor A-like domain superfamily']"
IGLV3-9,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
IGLV4-3,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
OR2AK2,,
CCDC105,,
DMBX1,,
IGLV3-10,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
OR2L3,,
SYTL1,"['IPR013083', 'IPR035892']","['Zinc finger, RING/FYVE/PHD-type', 'C2 domain superfamily']"
OR2T12,,
TCP10L2,,
OR8G5,,
MNAT1,['IPR013083'],"['Zinc finger, RING/FYVE/PHD-type']"
TOB1,['IPR036054'],['BTG-like domain superfamily']
CCDC14,['IPR036054'],['BTG-like domain superfamily']
IGLV5-37,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
IGHV1-2,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
FABP9,['IPR012674'],['Calycin']
NEK2,['IPR011009'],['Protein kinase-like domain superfamily']
IGLV2-18,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
NEK4,['IPR011009'],['Protein kinase-like domain superfamily']
IGLV3-22,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
NEK3,['IPR011009'],['Protein kinase-like domain superfamily']
SPDYE1,,
OR5T1,,
PIANP,,
OR2T33,,
CPNE9,['IPR036465'],['von Willebrand factor A-like domain superfamily']
C10orf67,,
ABHD11,['IPR029058'],['Alpha/Beta hydrolase fold']
RALGAPA2,['IPR016024'],['Armadillo-type fold']
TTL,,
GJC1,['IPR038359'],"['Connexin, N-terminal domain superfamily']"
GPC1,,
GJA5,"['IPR034634', 'IPR038359']","['Connexin, C-terminal', 'Connexin, N-terminal domain superfamily']"
NEK11,['IPR011009'],['Protein kinase-like domain superfamily']
TET1,,
EXOC8,"['IPR016159', 'IPR042560', 'IPR042561']","['Cullin repeat-like-containing domain superfamily', 'Exocyst component Exo84, C-terminal, subdomain 2', 'Exocyst component Exo84, C-terminal, subdomain 1']"
CCNG1,['IPR036915'],['Cyclin-like superfamily']
ZNF440,"['IPR036051', 'IPR036236']","['KRAB domain superfamily', 'Zinc finger C2H2 superfamily']"
IGLV7-46,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
LEPR,"['IPR013783', 'IPR036116']","['Immunoglobulin-like fold', 'Fibronectin type III superfamily']"
CHST15,['IPR027417'],['P-loop containing nucleoside triphosphate hydrolase']
CXCR3,,
CCND1,['IPR036915'],['Cyclin-like superfamily']
CHM,,
GPR15,,
PRLHR,,
BEST4,,
UBE2E1,['IPR016135'],['Ubiquitin-conjugating enzyme/RWD-like']
BEST2,,
FDCSP,,
IPMK,['IPR038286'],['Inositol polyphosphate kinase superfamily']
C20orf196,['IPR038286'],['Inositol polyphosphate kinase superfamily']
TSTD1,['IPR036873'],['Rhodanese-like domain superfamily']
ELOA3B,['IPR035441'],['TFIIS/LEDGF domain superfamily']
DNER,['IPR009030'],['Growth factor receptor cysteine-rich domain superfamily']
DBF4B,['IPR038545'],['DBF-type zinc finger superfamily']
ZZZ3,"['IPR009057', 'IPR043145']","['Homeobox-like domain superfamily', 'Zinc finger, ZZ-type superfamily']"
IL4R,"['IPR013783', 'IPR036116']","['Immunoglobulin-like fold', 'Fibronectin type III superfamily']"
NDUFA8,,
KDELR1,,
STAR,['IPR023393'],['START-like domain superfamily']
CSNK1E,['IPR011009'],['Protein kinase-like domain superfamily']
RDM1,"['IPR012677', 'IPR035979']","['Nucleotide-binding alpha-beta plait domain superfamily', 'RNA-binding domain superfamily']"
ESPNL,['IPR036770'],['Ankyrin repeat-containing domain superfamily']
STEAP2,['IPR036291'],['NAD(P)-binding domain superfamily']
PRSS3,"['IPR009003', 'IPR043504']","['Peptidase S1, PA clan', 'Peptidase S1, PA clan, chymotrypsin-like fold']"
PNMT,['IPR029063'],['S-adenosyl-L-methionine-dependent methyltransferase']
C8orf34,['IPR029063'],['S-adenosyl-L-methionine-dependent methyltransferase']
,['IPR029063'],['S-adenosyl-L-methionine-dependent methyltransferase']
LRRC56,['IPR032675'],['Leucine-rich repeat domain superfamily']
LINS1,,
CRHBP,['IPR035914'],"['Spermadhesin, CUB domain superfamily']"
TTC31,['IPR011990'],['Tetratricopeptide-like helical domain superfamily']
OR5L1,,
OR5D14,,
RNF225,['IPR013083'],"['Zinc finger, RING/FYVE/PHD-type']"
OR5L2,['IPR013083'],"['Zinc finger, RING/FYVE/PHD-type']"
OR5D18,,
OR4A15,,
OR4P4,,
OR5D13,,
MTERF2,['IPR038538'],"['MTERF superfamily, mitochondrial/chloroplastic']"
OR4C16,,
EIF4A3,['IPR027417'],['P-loop containing nucleoside triphosphate hydrolase']
EEF2,"['IPR009000', 'IPR014721', 'IPR020568', 'IPR035647']","['Translation protein, beta-barrel domain superfamily', 'Ribosomal protein S5 domain 2-type fold, subgroup', 'Ribosomal protein S5 domain 2-type fold', 'EF-G domain III/V-like']"
AKR1B15,['IPR036812'],['NADP-dependent oxidoreductase domain superfamily']
ATP1A3,"['IPR008250', 'IPR036412']","['P-type ATPase, A domain superfamily', 'HAD-like superfamily']"
CNN1,,
RARG,"['IPR013088', 'IPR035500']","['Zinc finger, NHR/GATA-type', 'Nuclear hormone receptor-like domain superfamily']"
OR51G1,,
OR52B4,,
OR51G2,,
IGKV3-15,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
OR52M1,,
OR52I1,,
OR52K2,,
OR52K1,,
OR5D16,,
IGLV8-61,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
FSIP2,,
IGLV10-54,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
IGLV4-60,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
OR5A1,,
OR4D6,,
IGLV4-69,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
ADH1B,"['IPR011032', 'IPR036291']","['GroES-like superfamily', 'NAD(P)-binding domain superfamily']"
OR52E2,,
OR51L1,,
ADH1C,"['IPR011032', 'IPR036291']","['GroES-like superfamily', 'NAD(P)-binding domain superfamily']"
OR52H1,,
OR52E1,,
OR51S1,,
OR51T1,,
OR51A4,,
OR51A2,,
OR5A2,,
B3GLCT,['IPR029044'],['Nucleotide-diphospho-sugar transferases']
VCAN,"['IPR013783', 'IPR016186', 'IPR016187', 'IPR035976', 'IPR036179']","['Immunoglobulin-like fold', 'C-type lectin-like/link domain superfamily', 'C-type lectin fold', 'Sushi/SCR/CCP superfamily', 'Immunoglobulin-like domain superfamily']"
ITGA4,"['IPR028994', 'IPR032695']","['Integrin alpha, N-terminal', 'Integrin domain superfamily']"
OR52N2,,
MST1,"['IPR009003', 'IPR013806', 'IPR038178', 'IPR043504']","['Peptidase S1, PA clan', 'Kringle-like fold', 'Kringle superfamily', 'Peptidase S1, PA clan, chymotrypsin-like fold']"
TUB,['IPR025659'],"['Tubby-like, C-terminal']"
OR56B1,,
OR4D11,,
OR56B2P,,
OR52N4,,
OR10V1,,
OR5AN1,,
CRY2,"['IPR014729', 'IPR036134', 'IPR036155']","['Rossmann-like alpha/beta/alpha sandwich fold', 'Cryptochrome/DNA photolyase, FAD-binding domain-like superfamily', 'Cryptochrome/photolyase, N-terminal domain superfamily']"
ZSCAN25,"['IPR036051', 'IPR038269']","['KRAB domain superfamily', 'SCAN domain superfamily']"
OR4D10,,
KLHL17,"['IPR011043', 'IPR015915']","['Galactose oxidase/kelch, beta-propeller', 'Kelch-type beta propeller']"
FANCG,['IPR011990'],['Tetratricopeptide-like helical domain superfamily']
,['IPR011990'],['Tetratricopeptide-like helical domain superfamily']
PDIA4,['IPR036249'],['Thioredoxin-like superfamily']
SYCE3,,
C6,"['IPR035976', 'IPR036055', 'IPR036383']","['Sushi/SCR/CCP superfamily', 'LDL receptor-like superfamily', 'Thrombospondin type-1 (TSP1) repeat superfamily']"
OR8J1,,
OR5M9,,
OR8U1,,
OR4C13,,
DGKG,"['IPR011992', 'IPR017438', 'IPR038199']","['EF-hand domain pair', 'Inorganic polyphosphate/ATP-NAD kinase, N-terminal', 'DGK type I, N-terminal domain superfamily']"
SAMD14,,
OR5M8,,
OR2L2,,
ACOT6,,
KMT2E,"['IPR011011', 'IPR013083']","['Zinc finger, FYVE/PHD-type', 'Zinc finger, RING/FYVE/PHD-type']"
OR5M3,,
DCP1B,['IPR011993'],['PH-like domain superfamily']
OR5J2,,
SLC22A15,['IPR036259'],['MFS transporter superfamily']
OR5M1,,
OR5AR1,,
OR10AG1,,
COX7A1,['IPR036539'],"['Cytochrome c oxidase, subunit VIIa superfamily']"
COX7B,['IPR023272'],"['Cytochrome C oxidase, subunit VIIB domain superfamily']"
DOCK3,"['IPR016024', 'IPR035892', 'IPR036028', 'IPR042455', 'IPR043161']","['Armadillo-type fold', 'C2 domain superfamily', 'SH3-like domain superfamily', 'Dedicator of cytokinesis, N-terminal, subdomain 1', 'Dedicator of cytokinesis, C-terminal, lobe A']"
OGT,['IPR011990'],['Tetratricopeptide-like helical domain superfamily']
CNTFR,"['IPR013783', 'IPR036116', 'IPR036179']","['Immunoglobulin-like fold', 'Fibronectin type III superfamily', 'Immunoglobulin-like domain superfamily']"
ALOX15B,"['IPR036226', 'IPR036392']","['Lipoxigenase, C-terminal domain superfamily', 'PLAT/LH2 domain superfamily']"
PPM1D,['IPR036457'],['PPM-type phosphatase domain superfamily']
P4HA1,['IPR011990'],['Tetratricopeptide-like helical domain superfamily']
OR2T11,,
ZNF35,,
OR2T29,,
HSPA5,"['IPR029047', 'IPR029048', 'IPR043129']","['Heat shock protein 70kD, peptide-binding domain superfamily', 'Heat shock protein 70kD, C-terminal domain superfamily', 'ATPase, nucleotide binding domain']"
OR2T4,,
OR4Q3,,
OR1P1,,
OR2T3,,
LDHA,"['IPR015955', 'IPR036291']","['Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal', 'NAD(P)-binding domain superfamily']"
OR2T27,,
OR8S1,,
RTKN2,,
OR11H2,,
COL27A1,['IPR013320'],['Concanavalin A-like lectin/glucanase domain superfamily']
OR10AC1,,
ZNF101,['IPR036051'],['KRAB domain superfamily']
FCGR2A,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
FCER1A,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
KRT13,['IPR042180'],"['Intermediate filament, rod domain, coil 1B']"
FCGR1A,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
KRT5,['IPR042180'],"['Intermediate filament, rod domain, coil 1B']"
KRT10,['IPR042180'],"['Intermediate filament, rod domain, coil 1B']"
MT1G,['IPR017854'],['Metallothionein domain superfamily']
C1orf226,,
OR4D5,,
OR6T1,,
OR10G9,,
OR10G8,,
OR10S1,,
OR10G4,,
OR4A4P,,
GLUD1,['IPR036291'],['NAD(P)-binding domain superfamily']
IGLV1-44,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
OR10G7,,
LRRC37A5P,,
OR10D4P,,
IL3RA,"['IPR013783', 'IPR036116']","['Immunoglobulin-like fold', 'Fibronectin type III superfamily']"
C16orf97,"['IPR013783', 'IPR036116']","['Immunoglobulin-like fold', 'Fibronectin type III superfamily']"
PLCH1,"['IPR011992', 'IPR011993', 'IPR017946']","['EF-hand domain pair', 'PH-like domain superfamily', 'PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily']"
IGHMBP2,"['IPR027417', 'IPR035896', 'IPR036867']","['P-loop containing nucleoside triphosphate hydrolase', 'AN1-like Zinc finger', 'R3H domain superfamily']"
CDKN1A,,
KCTD8,['IPR011333'],['SKP1/BTB/POZ domain superfamily']
NDUFAF8,,
OR4C15,,
KIAA0319L,"['IPR013783', 'IPR035986']","['Immunoglobulin-like fold', 'PKD domain superfamily']"
OR6M1,,
H1FOO,,
C5orf22,,
OR8D4,,
ALDH1A1,"['IPR016161', 'IPR016162', 'IPR016163']","['Aldehyde/histidinol dehydrogenase', 'Aldehyde dehydrogenase, N-terminal', 'Aldehyde dehydrogenase, C-terminal']"
ELMOD2,,
VGF,,
CFAP46,,
OR4K1,,
ALDH16A1,"['IPR016161', 'IPR016162', 'IPR016163']","['Aldehyde/histidinol dehydrogenase', 'Aldehyde dehydrogenase, N-terminal', 'Aldehyde dehydrogenase, C-terminal']"
OR4K14,,
LEPROT,,
ENTHD1,,
RNF168,['IPR013083'],"['Zinc finger, RING/FYVE/PHD-type']"
SLC22A2,['IPR036259'],['MFS transporter superfamily']
ILVBL,"['IPR029035', 'IPR029061']","['DHS-like NAD/FAD-binding domain superfamily', 'Thiamin diphosphate-binding fold']"
TSPAN11,,
CASC3,,
GAGE2A,,
MRPS12,['IPR012340'],"['Nucleic acid-binding, OB-fold']"
OR4K2,,
OR4K5,,
OR4M1,,
NDUFA1,,
OR4N2,,
OR6J1,,
OR4K17,,
TRIM71,"['IPR011042', 'IPR013083', 'IPR013783']","['Six-bladed beta-propeller, TolB-like', 'Zinc finger, RING/FYVE/PHD-type', 'Immunoglobulin-like fold']"
OR10G2,,
OR10G3,,
RPUSD2,['IPR020103'],"['Pseudouridine synthase, catalytic domain superfamily']"
ACOX3,"['IPR009100', 'IPR036250']","['Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily', 'Acyl-CoA dehydrogenase-like, C-terminal']"
OR11H4,,
RTL8C,,
OR11H6,,
OR11H7,,
IZUMO1,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
ERICH2,,
UBE2QL1,['IPR016135'],['Ubiquitin-conjugating enzyme/RWD-like']
C20orf202,['IPR016135'],['Ubiquitin-conjugating enzyme/RWD-like']
CLIC2,"['IPR036249', 'IPR036282']","['Thioredoxin-like superfamily', 'Glutathione S-transferase, C-terminal domain superfamily']"
ANKS3,"['IPR013761', 'IPR036770']","['Sterile alpha motif/pointed domain superfamily', 'Ankyrin repeat-containing domain superfamily']"
SLC22A1,,
OR11G2,,
CYP4F22,,
OR4E2,,
CGB2,['IPR029034'],['Cystine-knot cytokine']
OR5AU1,,
OR4S1,,
OR4C5,,
SURF4,,
OR4F15,,
HACE1,['IPR035983'],"['HECT, E3 ligase catalytic domain']"
ATXN7,,
PRR22,,
SHOX,['IPR009057'],['Homeobox-like domain superfamily']
OR4F6,,
OR4M2,,
TTLL10,,
UBQLNL,,
DEFB4A,,
ZBED5,,
MAPK13,['IPR011009'],['Protein kinase-like domain superfamily']
MICU2,['IPR011992'],['EF-hand domain pair']
TRMT2A,"['IPR012677', 'IPR029063', 'IPR035979']","['Nucleotide-binding alpha-beta plait domain superfamily', 'S-adenosyl-L-methionine-dependent methyltransferase', 'RNA-binding domain superfamily']"
TBC1D3K,,
RER1,,
NPHP1,,
PAXIP1,['IPR036420'],['BRCT domain superfamily']
FAM183BP,,
TCAP,['IPR023111'],['Titin-like domain superfamily']
GPR32P1,,
SPTLC2,['IPR015422'],['Pyridoxal phosphate-dependent transferase domain 1']
OR1M1,,
OR7A2P,,
FAM71A,,
OR4F17,,
CHPF,,
CMTR2,,
CCDC170,,
BBS12,"['IPR027409', 'IPR027410', 'IPR027413']","['GroEL-like apical domain superfamily', 'TCP-1-like chaperonin intermediate domain superfamily', 'GroEL-like equatorial domain superfamily']"
OR10H4,,
OR10H5,,
KATNAL2,,
,,
NRSN1,,
ULK2,['IPR011009'],['Protein kinase-like domain superfamily']
CHST3,['IPR027417'],['P-loop containing nucleoside triphosphate hydrolase']
C3orf67,,
SPTLC1,['IPR015424'],['Pyridoxal phosphate-dependent transferase']
CES5A,['IPR029058'],['Alpha/Beta hydrolase fold']
OR7G1,,
OR56A4,,
OR52E4,,
ASB18,"['IPR036036', 'IPR036770']","['SOCS box-like domain superfamily', 'Ankyrin repeat-containing domain superfamily']"
ZNF805,"['IPR036051', 'IPR036236']","['KRAB domain superfamily', 'Zinc finger C2H2 superfamily']"
