pharos_index,AccessionKeys,Gene_Name,novelty,idgTDL_Tbio,idgTDL_Tchem,idgTDL_Tclin,idgTDL_Tdark,monoclonalCount,antibodyCount,ppiCount,hpm_prot_spec,hpm_gene_spec,hpa_RNA_spec,hpa_prot_spec,GTEx_spec,uniprot_seq_len
8153,Q8NI51,CTCFL,-1.806320083,1,0,0,0,22,164,,0.693103,0.693103,1,0.979424,1,663
8154,O75077,ADAM23,-1.338243048,1,0,0,0,6,193,3,0.937931,0.937931,0.997222,,0.90625,832
8155,P35228,NOS2,-3.351337552,0,1,0,0,136,752,,0.862069,0.862069,0.930556,0.901408,0.885417,1153
8156,O75074,LRP3,-0.916077765,1,0,0,0,10,125,,0.937931,0.937931,0.813889,,0.6875,770
8157,P35227,PCGF2,-1.591851653,1,0,0,0,26,189,23,0.862069,0.862069,0.611111,,,344
8158,P11277,SPTB,-2.459820739,1,0,0,0,44,59,,0.465517,0.465517,0.95,0.906667,0.9625,2137
8159,P35226,BMI1,-2.865513703,1,0,0,0,216,666,2,0.465517,0.724138,0.538889,0.442222,0.527083,326
8160,Q8NHS4,CLHC1,1.491361694,0,0,0,1,3,17,,0.996552,0.844828,0.811111,,0.710417,586
8161,O75083,WDR1,-1.635434935,1,0,0,0,7,103,2,0.465517,0.465517,0.522222,0.421429,0.7,606
8162,P61570,ERVK-25,,0,0,0,1,0,0,,,,,,,661
8163,Q6IEU7,OR5M10,,0,0,0,1,0,23,,1,1,0,,0,315
8164,Q9H095,IQCG,-0.383216755,1,0,0,0,3,43,,0.913793,0.913793,0.997222,0.962963,0.997917,443
8165,O75084,FZD7,-1.818733092,1,0,0,0,62,345,,0.913793,0.913793,0.766667,0.31982,0.883333,574
8166,Q9H098,FAM107B,-0.22184875,0,0,0,1,2,28,,0.655172,0.655172,0.644444,0.652968,0.61875,131
8167,Q8NHS2,GOT1L1,-0.344144841,0,0,0,1,0,68,3,1,1,1,,1,421
8168,O75081,CBFA2T3,-1.801483119,1,0,0,0,4,82,,0.913793,0.913793,0.813889,0.111872,0.9625,653
8169,Q8NHS3,MFSD8,-1.820133804,1,0,0,0,0,36,3,0.9,0.9,0.527778,0.446759,0.595833,518
8170,P35232,PHB,-2.698611859,1,0,0,0,110,517,2,0.465517,0.465517,0.472222,0.093137,0.489583,272
8171,P61574,HERVK_113,,0,0,0,1,0,0,,,,,,,105
8172,Q9H091,ZMYND15,-0.22184875,0,0,0,1,0,14,,1,1,0.966667,,1,742
8173,Q8NHS9,SPATA22,-0.682597943,0,0,0,1,9,38,3,0.937931,0.937931,1,,1,363
8174,P61573,ERVK-9,,0,0,0,1,0,0,,,,,,,105
8175,Q9H094,NBPF3,-0.176091257,0,0,0,1,0,37,1,0.958621,0.937931,0.988889,0.952381,0.76875,633
8176,P61572,ERVK-19,,0,0,0,1,0,0,,,,,,,105
8177,Q9H093,NUAK2,-1.702578743,0,1,0,0,20,210,12,,1,0.777778,,0.9625,628
8178,P61571,ERVK-21,,0,0,0,1,0,0,,,,,,,104
8179,P23258,TUBG1,-1.32619512,1,0,0,0,132,339,,0.465517,0.465517,0.966667,0.561033,0.997917,451
8180,P61578,ERVK-16,,0,0,0,1,0,0,,,,,,,105
8181,P61576,HERV-K104,,0,0,0,1,0,0,,,,,,,105
8182,P49863,GZMK,-2.095333674,1,0,0,0,52,178,,0.862069,0.862069,0.95,0.953333,0.997917,264
8183,P61575,ERVK-8,,0,0,0,1,0,0,,,,,,,105
8184,P48539,PCP4,-1.850418818,1,0,0,0,11,51,1,0.786207,0.786207,0.95,0.954955,0.975,62
8185,P24588,AKAP5,-2.070313938,1,0,0,0,26,196,2,0.996552,0.996552,0.980556,0.937778,0.916667,427
8186,P61579,ERVK-25,,0,0,0,1,0,0,,,,,,,105
8187,A0AVF1,TTC26,-0.69751993,0,0,0,1,3,74,1,0.844828,0.810345,0.919444,0.923333,0.802083,554
8188,Q9H0A0,NAT10,-1.797622042,1,0,0,0,0,125,,0.503448,0.503448,0.533333,0.673709,0.61875,1025
8189,Q6NUK4,REEP3,-0.347871863,1,0,0,0,0,52,,0.768966,0.768966,0.6,,0.677083,255
8190,Q6NUK1,SLC25A24,-0.765005356,1,0,0,0,10,69,,0.465517,0.465517,0.611111,0.474886,0.745833,477
8191,P62837,UBE2D2,-2.09146244,1,0,0,0,58,239,6,0.465517,0.465517,0.502778,0.529412,0.489583,147
8192,O75069,TMCC2,-0.535715964,0,0,0,1,0,36,10,0.672414,0.672414,0.997222,0.608889,0.860417,709
8193,P50851,LRBA,-2.999565923,1,0,0,0,0,40,,0.465517,0.465517,0.613889,0.40991,0.6875,2863
8194,O75063,FAM20B,-0.794720345,0,0,0,1,2,12,1,0.748276,0.748276,0.522222,0.548611,0.539583,409
8195,Q06187,BTK,-3.075446781,0,0,1,0,233,810,9,0.558621,0.558621,0.930556,0.902222,0.985417,659
8196,O75064,DENND4B,,1,0,0,0,0,5,,0.748276,0.748276,0.6,0.593607,0.604167,1496
8197,O75072,FKTN,-2.349935439,1,0,0,0,1,131,,1,1,0.538889,0.549296,0.5625,461
8198,O75071,EFCAB14,,0,0,0,1,2,78,,0.813793,0.813793,0.722222,0.340183,0.504167,495
8199,P62834,RAP1A,-2.407990995,0,1,0,0,120,329,1,0.465517,0.465517,0.519444,,0.733333,184
8200,B4E2M5,ANKRD66,,0,0,0,1,0,0,,1,1,1,,0.947917,251
8201,O75056,SDC3,-1.861719728,1,0,0,0,12,179,,0.882759,0.882759,0.85,0.321918,0.75625,442
8202,Q8NHZ7,MBD3L2,-0.213074824,0,0,0,1,0,61,,,,0,,0,208
8203,O75054,IGSF3,-1.569532611,1,0,0,0,46,118,,0.813793,0.813793,0.736111,0.953704,0.929167,1194
8204,Q8NHZ8,CDC26,-0.795880017,1,0,0,0,0,54,13,0.862069,0.862069,0.472222,0.534247,0.470833,85
8205,O75052,NOS1AP,-2.132616197,1,0,0,0,6,159,,0.975862,0.748276,0.997222,0.931507,0.939583,506
8206,O75061,DNAJC6,-1.741029343,1,0,0,0,3,98,,0.9,0.9,1,0.98,0.883333,913
8207,Q0IIN9,ZNF252P-AS1,,0,0,0,1,0,0,,,,,,,211
8208,P62847,RPS24,-1.91731837,1,0,0,0,2,92,,0.482759,0.482759,0.675,0.732394,0.6875,133
8209,P62841,RPS15,-2.222494156,1,0,0,0,20,149,,0.465517,0.465517,0.508333,0.422374,0.60625,145
8210,P61513,RPL37A,-1.502858512,1,0,0,0,2,68,94,0.465517,0.465517,0.544444,0.355556,0.595833,92
8211,Q6NUI1,CCDC144NL,0.602059991,0,0,0,1,0,66,,1,1,1,,0.975,221
8212,Q6NUI2,GPAT2,-0.971585048,1,0,0,0,0,38,3,0.913793,0.913793,0.783951,,0.791667,795
8213,P23297,S100A1,-2.473806805,1,0,0,0,394,704,,0.806897,0.806897,0.997222,0.726667,0.835417,94
8214,P48594,SERPINB4,-1.9860233,1,0,0,0,71,239,1,0.465517,0.465517,0.997222,0.910798,0.997917,390
8215,P48595,SERPINB10,-2.025705278,1,0,0,0,10,101,,0.862069,0.862069,1,,0.985417,397
8216,Q8NHY2,COP1,-0.546229205,1,0,0,0,22,175,14,0.937931,,0.522222,,0.527083,731
8217,Q8NHY3,GAS2L2,0.158362492,0,0,0,1,2,63,,0.9,0.9,1,0.975556,,880
8218,P50876,RNF144A,-0.739547221,1,0,0,0,2,155,1,0.882759,0.882759,0.847222,0.492857,0.90625,292
8219,Q6IEY1,OR4F16,-0.096910013,0,0,0,1,2,53,,,,1,,1,312
8220,Q8NHY0,B4GALNT2,-2.771330216,1,0,0,0,0,41,,0.996552,0.996552,0.930556,0.951111,0.985417,566
8221,Q8NHY6,ZFP28,-1.271841573,0,0,0,1,2,42,,0.617241,0.617241,0.691667,,0.63125,868
8222,O75044,SRGAP2,-1.099845318,1,0,0,0,0,0,,0.596552,0.596552,,,,1071
8223,Q8NHY5,HUS1B,-0.332438459,0,0,0,1,0,70,7,,,0.997222,,0.76875,278
8224,Q6NUI6,CHADL,-0.415172154,1,0,0,0,0,67,,0.786207,0.786207,0.925926,,0.947917,762
8225,Q8NHX9,TPCN2,-1.670411968,0,1,0,0,0,65,50,1,1,0.494444,0.581019,0.654167,752
8226,Q8NI99,ANGPTL6,-2.218315698,1,0,0,0,39,139,,0.9,0.9,0.940972,,0.997917,470
8227,Q6IF99,OR10K2,0.77815125,0,0,0,1,1,11,,1,1,0,,0,312
8228,O75051,PLXNA2,-2.470128388,1,0,0,0,50,133,3,0.748276,0.748276,0.75,0.361486,0.710417,1894
8229,Q0IIM8,TBC1D8B,0,0,0,0,1,0,23,,0.482759,0.482759,0.638889,0.622222,0.814583,1120
8230,P62857,RPS28,-1.179212081,1,0,0,0,9,44,,0.465517,0.465517,0.538889,0.560811,0.641667,69
8231,P62851,RPS25,-1.71303341,1,0,0,0,0,154,,0.465517,0.465517,0.522222,0.148649,0.677083,125
8232,P62854,RPS26,-1.581940622,1,0,0,0,2,71,,0.465517,0.465517,0.569444,,0.677083,115
8233,Q6NUJ5,PWWP2B,,0,0,0,1,2,48,,1,1,0.679012,,0.641667,590
8234,Q6NUJ2,C11orf87,,0,0,0,1,2,21,36,,,1,0.937778,0.947917,197
8235,Q6NUJ1,PSAPL1,,0,0,0,1,0,75,,0.996552,0.996552,0.997222,0.691781,0.997917,521
8236,O75038,PLCH2,-0.8017818,1,0,0,0,0,5,,0.862069,0.862069,0.966667,0.92735,0.939583,1416
8237,P35269,GTF2F1,-1.598725457,1,0,0,0,37,176,1,0.617241,0.617241,0.522222,0.308889,0.545833,517
8238,O75037,KIF21B,-1.040410406,1,0,0,0,3,41,,0.52069,0.52069,0.905556,0.441441,0.847917,1637
8239,P35268,RPL22,-2.142630711,1,0,0,0,0,143,,0.465517,0.465517,0.491667,,0.658333,128
8240,Q6IEZ7,OR2T5,0.954242509,0,0,0,1,0,57,,1,1,0,,0.985417,315
8241,O75030,MITF,-3.090823877,1,0,0,0,223,549,5,0.9,0.882759,0.888889,0.912935,0.885417,526
8242,O75031,HSF2BP,-0.210853362,0,0,0,1,21,71,,0.9,0.9,1,,1,334
8243,Q8NHX4,SPATA3,-0.398142426,0,0,0,1,2,29,,1,1,1,0.995885,1,192
8244,Q8NHW6,OTOS,-1.502213811,0,0,0,1,4,29,,,,1,,0.997917,89
8245,P35270,SPR,-1.588142675,1,0,0,0,55,174,,0.57931,0.57931,0.661111,,0.604167,261
8246,P62861,FAU,-2.152826038,1,0,0,0,12,284,,,0.52069,0.491667,0.630631,0.504167,59
8247,Q56UN5,MAP3K19,0.075250953,0,1,0,0,7,33,,1,1,0.997222,,1,1328
8248,P60201,PLP1,-2.788132239,1,0,0,0,86,191,13,0.724138,0.724138,1,0.972222,0.997917,277
8249,P01880,IGHD,,1,0,0,0,0,0,,,,,,0.975,384
8250,P36508,ZNF76,-0.526463983,1,0,0,0,18,100,2,0.844828,0.844828,0.508333,0.600694,0.6875,570
8251,P36507,MAP2K2,-1.837436788,0,0,1,0,197,883,8,0.465517,0.465517,0.491667,0.345238,0.458333,400
8252,P37837,TALDO1,-2.58104941,1,0,0,0,12,158,7,0.465517,0.465517,0.508333,,0.572917,337
8253,O75146,HIP1R,-1.529161013,1,0,0,0,24,195,8,0.465517,0.465517,0.766667,0.426667,0.654167,1068
8254,P13866,SLC5A1,-2.862013267,0,1,0,0,0,244,,0.9,0.9,0.997222,0.972603,0.997917,664
8255,Q9H0U9,TSPYL1,-0.909198202,1,0,0,0,10,92,21,0.710345,0.710345,0.625,0.264444,0.733333,437
8256,O75147,OBSL1,-1.448614297,1,0,0,0,0,8,2,0.748276,0.748276,0.797222,0.514085,0.916667,1896
8257,Q9H169,STMN4,-2.061307692,1,0,0,0,1,106,12,0.482759,0.482759,1,,0.8875,189
8258,O75144,ICOSLG,-2.145244104,1,0,0,0,311,496,6,0.958621,0.958621,0.719444,,0.733333,302
8259,O75145,PPFIA3,-1.44045927,0,0,0,1,0,42,3,0.655172,0.655172,0.997222,0.896396,0.885417,1194
8260,Q9H0U6,MRPL18,-0.176091257,1,0,0,0,2,74,66,0.482759,0.482759,0.475,0.412162,0.470833,180
8261,O75143,ATG13,-1.540321093,1,0,0,0,47,400,2,0.768966,0.768966,0.522222,,0.504167,517
8262,Q9H165,BCL11A,-2.162703294,1,0,0,0,47,300,,0.9,0.882759,0.919444,0.806306,0.847917,835
8263,O75140,DEPDC5,-1.5907161,1,0,0,0,0,50,4,0.862069,0.844828,0.522222,,0.585417,1603
8264,P12532,CKMT1A,-1.932583558,1,0,0,0,51,160,1,0.465517,0.465517,0.919444,,0.997917,417
8265,P13861,PRKAR2A,-0.912310489,1,0,0,0,149,281,2,0.465517,0.465517,0.827778,,0.61875,404
8266,O75150,RNF40,-0.913229919,1,0,0,0,11,194,1,0.503448,0.503448,0.538889,0.538288,0.527083,1001
8267,Q9H161,ALX4,-1.777615488,1,0,0,0,75,213,,0.958621,0.958621,0.921296,,0.939583,411
8268,Q9H0U4,RAB1B,-1.353391723,1,0,0,0,29,146,7,0.465517,0.465517,0.469444,0.602222,0.48125,201
8269,Q9H0U3,MAGT1,-1.602242955,1,0,0,0,0,86,,0.465517,0.465517,0.563889,0.46,0.654167,335
8270,A2AJT9,BCLAF3,,0,0,0,1,0,25,,0.958621,,0.541667,0.524444,0.641667,711
8271,Q70YC4,ZNF365,-1.440145422,1,0,0,0,165,273,,,0.844828,0.980556,0.991228,0.883333,216
8272,Q9H160,ING2,-1.501152219,1,0,0,0,85,226,19,0.748276,0.748276,0.694444,0.382222,0.835417,280
8273,Q70YC5,ZNF365,-1.440145422,1,0,0,0,165,273,,0.844828,,,,,407
8274,P01877,IGHA2,,1,0,0,0,0,0,,,,,,0.985417,340
8275,P49810,PSEN2,-2.788556395,0,1,0,0,85,310,2,0.710345,0.710345,0.522222,,0.516667,448
8276,P01876,IGHA1,,1,0,0,0,0,0,,,,,,0.9625,353
8277,P49815,TSC2,-2.993807885,1,0,0,0,112,1632,3,0.534483,0.534483,0.491667,0.646667,0.6875,1807
8278,A4QMS7,C5orf49,,0,0,0,1,0,29,,,,0.997222,0.966667,0.9625,147
8279,P01871,IGHM,,1,0,0,0,0,0,,,,,,0.9625,453
8280,P00540,MOS,-1.148485126,1,0,0,0,37,250,6,0.913793,0.913793,1,,1,346
8281,P11217,PYGM,-2.243236132,0,1,0,0,29,208,,0.465517,0.465517,1,1,1,842
8282,P62805,HIST2H4A,-2.674367364,1,0,0,0,185,913,1,0.465517,0.465517,0.895833,0.481735,0.775,103
8283,P62807,HIST1H2BC,-1.381654696,1,0,0,0,12,117,,0.465517,0.465517,0.844444,0.041096,0.883333,126
8284,Q9H159,CDH19,-0.599048548,0,0,0,1,19,140,23,0.882759,0.882759,0.747222,,0.939583,772
8285,Q9H158,PCDHAC1,-0.245222269,0,0,0,1,0,38,9,0.975862,0.975862,1,,0.8875,963
8286,P12544,GZMA,-2.517988718,1,0,0,0,108,275,,0.482759,0.482759,0.844444,,0.997917,262
8287,P11216,PYGB,-1.98823085,1,0,0,0,165,415,,0.465517,0.465517,0.722222,0.826667,0.791667,843
8288,P11215,ITGAM,-3.634268729,1,0,0,0,1731,2165,,0.52069,0.52069,0.980556,0.914414,0.985417,1152
8289,O75131,CPNE3,-0.954879504,1,0,0,0,6,119,,0.465517,0.465517,0.519444,,0.654167,537
8290,O75132,ZBED4,-0.697156664,0,0,0,1,0,5,,0.937931,0.937931,0.525,0.263285,0.654167,1171
8291,Q9H0T7,RAB17,-1.250571741,1,0,0,0,56,158,6,0.631034,0.631034,0.858025,0.682648,0.929167,212
8292,Q9H156,SLITRK2,-0.499621634,1,0,0,0,2,130,,0.62069,0.62069,0.966667,,0.860417,845
8293,P00533,EGFR,-4.026502691,0,0,1,0,2395,6418,2,0.57931,0.57931,0.797222,0.966667,0.775,1210
8294,P01861,IGHG4,,1,0,0,0,0,0,,,,,,0.975,327
8295,P49802,RGS7,-1.69065882,1,0,0,0,3,156,1,0.882759,0.882759,0.980556,0.939189,0.916667,495
8296,P01860,IGHG3,,1,0,0,0,0,0,,,,,,,377
8297,P24522,GADD45A,-2.610614165,1,0,0,0,27,249,9,1,1,0.722222,,0.860417,165
8298,O75128,COBL,-1.411666992,1,0,0,0,2,90,6,0.806897,0.806897,0.827778,0.312207,0.791667,1261
8299,O75129,ASTN2,-1.008590673,1,0,0,0,2,98,1,0.806897,0.806897,0.930556,,0.76875,1339
8300,O75127,PTCD1,-0.634589222,0,0,0,1,2,24,,0.937931,0.937931,0.486111,,0.539583,700
8301,Q9H147,DNTTIP1,-0.549207686,1,0,0,0,54,151,,0.624138,0.624138,0.491667,,0.491667,329
8302,O75122,CLASP2,-1.317536858,1,0,0,0,14,260,1,0.465517,0.465517,0.934028,,0.791667,1294
8303,O75123,ZNF623,,0,0,0,1,3,47,,0.958621,0.958621,0.519444,,0.61875,536
8304,Q9H0S4,DDX47,-0.776628862,1,0,0,0,15,152,,0.655172,0.655172,0.488889,0.546667,0.802083,455
8305,O75121,MFAP3L,-0.076855077,1,0,0,0,5,66,,0.710345,0.710345,0.888889,0.586758,0.814583,409
8306,P00568,AK1,-2.377176941,1,0,0,0,122,422,,0.52069,0.52069,0.966667,0.875,0.63125,194
8307,Q6IFN5,OR7E24,0.40654018,0,0,0,1,0,17,,,,1,,1,339
8308,P01893,HLA-H,,1,0,0,0,0,0,,,,,,,362
8309,P01892,HLA-A,-2.41666971,1,0,0,0,0,0,1,,,,,,365
8310,P01891,HLA-A,-2.41666971,1,0,0,0,0,0,,,,,,,365
8311,P62826,RAN,-2.547693643,1,0,0,0,21,452,20,0.465517,0.465517,0.522222,,0.677083,216
8312,P62829,RPL23,-1.578120449,1,0,0,0,5,118,,0.465517,0.465517,0.583333,0.303653,0.710417,140
8313,O75116,ROCK2,-2.487070249,0,0,1,0,66,490,4,0.465517,0.465517,0.569444,0.413194,0.7,1388
8314,O75113,N4BP1,-0.702739752,0,0,0,1,4,91,,0.617241,0.617241,0.538889,0.260274,0.595833,896
8315,Q9H0R6,QRSL1,-1.907422156,1,0,0,0,3,102,1,0.748276,0.748276,0.486111,0.32,0.48125,528
8316,P37802,TAGLN2,-1.571663824,1,0,0,0,4,139,1,0.465517,0.465517,0.644444,0.935714,0.71875,199
8317,P12525,MYCLP1,,0,0,0,1,0,0,,,,,,,358
8318,Q9H0R8,GABARAPL1,-2.396918448,1,0,0,0,1,211,,0.558621,0.558621,0.763889,0.536667,0.5625,117
8319,P12524,MYCL,-2.68959348,1,0,0,0,6,87,39,1,,0.875,,0.975,364
8320,O75112,LDB3,-2.879728864,1,0,0,0,34,182,2,0.624138,0.596552,0.997222,0.986486,0.985417,727
8321,Q9H0R3,TMEM222,,0,0,0,1,0,71,,0.596552,0.596552,0.488889,0.689189,0.504167,208
8322,O75110,ATP9A,-0.335712552,0,0,0,1,20,38,,0.655172,0.655172,0.919444,0.755708,0.745833,1047
8323,Q9H0R5,GBP3,-0.938408509,1,0,0,0,0,119,,0.596552,0.596552,0.827778,0.34009,0.770833,595
8324,Q9H0R4,HDHD2,-0.463644183,0,0,0,1,63,118,3,0.465517,0.465517,0.519444,0.524444,0.585417,259
8325,Q9H0R1,AP5M1,-1.744963284,0,0,0,1,0,49,3,0.655172,0.655172,0.505556,0.414384,0.48125,490
8326,P00558,PGK1,-2.797380924,0,1,0,0,19,340,,0.465517,0.465517,0.488889,0.472603,0.791667,417
8327,P01889,HLA-B,-1.887524703,1,0,0,0,184,362,24,0.482759,0.482759,0.888889,0.436937,0.883333,362
8328,A0A5B9,TRBC2,,0,0,0,1,0,0,,,,,,,178
8329,P62820,RAB1A,-2.391519966,1,0,0,0,10,112,9,0.465517,0.465517,0.491667,0.597778,0.48125,205
8330,P35219,CA8,-2.430953984,1,0,0,0,21,152,20,0.806897,0.806897,0.997222,1,0.929167,290
8331,P49862,KLK7,-2.133889369,0,1,0,0,24,297,,1,0.937931,0.997222,0.98,0.997917,253
8332,O75106,AOC2,-2.260464837,0,1,0,0,2,71,2,0.617241,0.617241,0.997222,,0.710417,756
8333,P36544,CHRFAM7A,-1.811732596,0,1,0,0,24,226,,,,0.930556,0.536036,0.835417,502
8334,P36543,ATP6V1E1,-1.040908166,1,0,0,0,21,137,,0.465517,0.465517,0.547222,0.617778,0.4875,226
8335,P35212,GJA4,-2.270426226,1,0,0,0,2,231,,,,0.886111,0.641892,0.90625,333
8336,P36542,ATP5F1C,-0.643610693,1,0,0,0,18,139,2,0.465517,,0.491667,0.770833,0.470833,298
8337,P35218,CA5A,-2.509733829,0,0,1,0,5,96,2,0.996552,0.996552,0.912698,,1,305
8338,P11245,NAT2,-2.737919286,1,0,0,0,39,266,3,0.996552,0.996552,0.95,,0.997917,290
8339,P35221,CTNNA1,-1.944792209,1,0,0,0,89,488,7,0.503448,0.503448,0.547222,0.36,0.6875,906
8340,P23229,ITGA6,-2.301268923,1,0,0,0,653,944,5,0.503448,0.503448,0.611111,0.668919,0.939583,1130
8341,P36551,CPOX,-2.055044796,1,0,0,0,7,87,,0.465517,0.465517,0.519444,,0.814583,454
8342,P24557,TBXAS1,-3.165121716,0,1,0,0,71,264,1,0.558621,0.558621,0.827778,0.851351,0.975,533
8343,Q9H0Y0,ATG10,-1.333009981,1,0,0,0,11,231,2,,,0.611111,0.273973,0.516667,220
8344,A4QN01,LINC01553,,0,0,0,1,0,0,,,,,,,128
8345,Q69YI7,NAIF1,-0.685101649,1,0,0,0,1,47,,1,1,0.477778,,0.572917,327
8346,A1X283,SH3PXD2B,-1.728715205,1,0,0,0,0,71,,0.534483,0.534483,0.752778,0.603286,0.73125,911
8347,Q9H0X9,OSBPL5,-1.013970962,1,0,0,0,3,63,5,0.624138,0.631034,0.672222,0.390845,0.733333,879
8348,P36537,UGT2B10,-1.28053281,1,0,0,0,28,91,,0.9,0.882759,1,,1,528
8349,Q9H195,MUC3B,-0.332793983,0,0,0,1,0,0,,,1,,,,1237
8350,Q9H0X4,FAM234A,-0.378916769,0,0,0,1,36,83,,0.655172,,0.538889,,0.61875,552
8351,Q9H0X6,RNF208,0.903089987,1,0,0,0,0,65,,,,0.886111,,0.860417,261
8352,Q9H190,SDCBP2,-0.834884735,1,0,0,0,15,182,,0.52069,0.52069,0.919444,0.659817,0.939583,292
8353,P49842,STK19,-1.860095423,1,0,0,0,7,142,,1,1,0.824074,,0.585417,368
8354,P49841,GSK3B,-3.003904434,0,0,1,0,256,955,1,0.503448,0.503448,0.505556,0.615556,0.504167,420
8355,Q5JPB2,ZNF831,0.954242509,0,0,0,1,0,6,,0.937931,0.937931,0.966667,,0.947917,1677
8356,P49848,TAF6,-1.106498338,1,0,0,0,13,159,,0.672414,0.672414,0.522222,,0.516667,677
8357,Q5VSD8,,,0,0,0,1,0,0,,,,,,,79
8358,Q69YG0,TMEM42,,0,0,0,1,2,22,,,,0.577778,,0.5375,159
8359,P49840,GSK3A,-1.828797062,0,0,1,0,261,840,16,0.482759,0.482759,0.508333,0.273148,0.504167,483
8360,P11229,CHRM1,-2.161592982,0,0,1,0,2,222,,0.482759,0.482759,0.980556,0.930556,0.916667,460
8361,P11226,MBL2,-2.788796668,1,0,0,0,137,359,1,0.9,0.9,1,1,1,248
8362,Q9H0W8,SMG9,-1.838384371,0,0,0,1,0,40,2,0.655172,0.655172,0.658333,,0.545833,520
8363,Q9H0W7,THAP2,-0.569666461,0,0,0,1,3,37,6,0.913793,0.913793,0.797222,0.415541,0.61875,228
8364,Q9H0W9,C11orf54,-0.360007852,1,0,0,0,0,46,2,0.465517,0.465517,0.997222,0.873874,0.733333,315
8365,P48509,CD151,-2.400131114,1,0,0,0,237,420,,0.52069,0.52069,0.644444,0.506667,0.833333,253
8366,P11230,CHRNB1,-1.262218754,0,0,1,0,39,180,27,0.786207,0.786207,0.709877,0.466216,0.975,501
8367,P48507,GCLM,-2.238553308,1,0,0,0,72,277,1,0.482759,0.482759,0.688889,,0.5625,274
8368,Q9H0W5,CCDC8,-1.065437419,1,0,0,0,0,98,1,0.806897,0.806897,0.827778,,0.860417,538
8369,P24539,ATP5PB,-0.79382338,1,0,0,0,3,113,16,0.465517,,0.505556,0.542793,0.470833,256
8370,P24534,EEF1B2,-1.743786338,1,0,0,0,18,110,1,0.465517,0.465517,0.522222,0.263514,0.677083,225
8371,P24530,EDNRB,-3.277711676,0,0,1,0,19,324,25,0.996552,0.996552,0.905556,0.847222,0.791667,442
8372,P48506,GCLC,-2.489626597,0,1,0,0,35,293,2,0.465517,0.465517,0.625,0.611872,0.527083,637
8373,P37840,SNCA,-3.639368725,0,1,0,0,525,1813,5,0.503448,0.503448,0.997222,0.940639,0.870833,140
8374,P11234,RALB,-1.710781738,1,0,0,0,61,228,7,0.465517,0.465517,1,0.967593,0.504167,206
8375,Q9H0V9,LMAN2L,-1.726319675,1,0,0,0,2,39,20,0.503448,0.503448,0.611111,0.375,0.63125,348
8376,P11233,RALA,-2.221882047,1,0,0,0,67,225,2,0.465517,0.465517,0.541667,0.313333,0.54375,206
8377,Q9H173,SIL1,-3.041918934,1,0,0,0,42,216,12,0.786207,0.786207,0.491667,0.443694,0.654167,461
8378,Q9H172,ABCG4,-2.030566847,1,0,0,0,0,155,,0.958621,0.958621,0.980556,,0.947917,646
8379,Q9H175,CSRNP2,0.261521455,0,0,0,1,0,205,,,,0.661111,0.306306,0.54375,543
8380,Q92187,ST8SIA4,-2.192797246,1,0,0,0,7,120,63,,,0.875,0.294521,0.90625,359
8381,P23219,PTGS1,-3.230349479,0,0,1,0,96,479,,0.534483,0.534483,0.95,0.682648,0.939583,599
8382,Q9H0V1,TMEM168,-0.24303805,0,0,0,1,0,75,,0.913793,0.913793,0.538889,0.439815,0.654167,697
8383,Q9H171,ZBP1,-2.369610776,1,0,0,0,21,140,,0.975862,0.958621,0.85,0.907143,0.9625,429
8384,Q92186,ST8SIA2,-3.215261493,1,0,0,0,26,82,,0.996552,0.996552,0.95,0.952055,0.860417,375
8385,Q92185,ST8SIA1,-1.52524732,1,0,0,0,6,40,8,1,1,0.791667,0.477169,0.814583,356
8386,P49821,NDUFV1,-1.428007863,0,0,1,0,19,177,,0.465517,0.465517,0.508333,0.701878,0.458333,464
8387,Q69YH5,CDCA2,-1.208852805,1,0,0,0,2,84,,0.672414,0.672414,0.980556,0.082192,0.997917,1023
8388,P25874,UCP1,-3.125651564,1,0,0,0,63,279,1,0.937931,0.937931,0.997222,,0.947917,307
8389,O15481,MAGEB4,-0.520701823,0,0,0,1,17,152,4,0.913793,0.913793,0.997222,0.876712,1,346
8390,O15482,TEX28,-1.678214803,0,0,0,1,6,30,23,1,1,1,,,410
8391,O15480,MAGEB3,-0.682746586,0,0,0,1,9,126,1,0.9,0.9,0.997222,0.9625,1,346
8392,Q9H0M5,ZNF700,1,0,0,0,1,0,19,,0.882759,0.882759,0.519444,,0.63125,742
8393,O15484,CAPN5,-1.703243574,1,0,0,0,57,163,1,0.617241,0.617241,0.847222,,0.802083,640
8394,Q9H0M4,ZCWPW1,-0.642433126,0,0,0,1,3,44,,0.958621,0.958621,1,,1,648
8395,Q9H0M0,WWP1,-1.681091241,1,0,0,0,33,122,3,0.624138,0.624138,0.547222,0.376712,0.489583,922
8396,Q07507,DPT,-3.115901652,1,0,0,0,10,89,,0.624138,0.624138,0.85,,0.939583,201
8397,O15479,MAGEB2,-1.071622124,1,0,0,0,3,140,,0.624138,0.624138,1,1,1,319
8398,Q53LP3,SOWAHC,0.178000249,0,0,0,1,0,90,,0.693103,0.693103,0.691667,0.686667,0.802083,525
8399,Q6IFH4,OR6B2,0,0,0,0,1,2,75,,,,1,,0.997917,312
8400,O15492,RGS16,-1.618310874,1,0,0,0,60,185,,,,1,,0.90625,202
