AccessionKeys,Gene_Name,novelty,idgTDL_Tbio,idgTDL_Tchem,idgTDL_Tclin,idgTDL_Tdark,monoclonalCount,antibodyCount,ppiCount,hpm_prot_spec,hpm_gene_spec,hpa_RNA_spec,hpa_prot_spec,GTEx_spec,uniprot_seq_len
P59190,RAB15,-1.039634408,1,0,0,0,9,90,2,0.465517,0.465517,0.844444,,0.947917,212
Q969K4,ABTB1,-0.835887917,1,0,0,0,36,198,5,0.975862,0.975862,0.644444,,0.745833,478
Q969K7,TMEM54,-2.350312785,0,0,0,1,2,13,,0.937931,0.937931,0.875,,0.883333,222
Q8NF91,SYNE1,-2.281049302,1,0,0,0,36,65,,0.465517,0.465517,0.691667,0.290476,0.791667,8797
Q969K3,RNF34,-2.49762478,1,0,0,0,2,237,6,0.882759,0.862069,0.511111,,0.516667,372
Q66LE6,PPP2R2D,-0.707023951,1,0,0,0,3,33,26,0.465517,0.465517,0.686111,0.712963,0.491667,453
Q6PXP3,SLC2A7,-0.826739121,0,0,0,1,0,15,,0.996552,0.996552,0.997222,,0.985417,512
Q8NEX5,WFDC9,0.698970004,0,0,0,1,0,13,3,,,1,,0,89
Q8NF99,ZNF397,-0.045757491,1,0,0,0,20,115,26,0.693103,0.693103,0.538889,,0.572917,534
Q8NEX9,SDR9C7,-1.647053603,1,0,0,0,89,109,1,0.996552,0.996552,0.997222,,0.997917,313
Q8NEX6,WFDC11,0.301029996,0,0,0,1,0,11,,,,1,,1,87
Q08431,MFGE8,-2.723981908,1,0,0,0,174,392,2,0.624138,0.62069,0.797222,,0.985417,387
A4QPH2,PI4KAP2,-1.087175612,0,0,0,1,0,0,,,,,,,592
P86790,CCZ1,-0.696134414,0,0,0,1,0,11,,,0.482759,0.547222,,0.504167,482
P86791,CCZ1,-0.696134414,1,0,0,0,0,98,,0.482759,,0.491667,,0.489583,482
P0DPA2,VSIG8,,0,0,0,1,0,0,6,0.844828,0.844828,0.997222,,0.947917,414
P0DPA3,SNHG28,,0,0,0,1,0,0,,,,0.752778,0.30787,0.641667,235
Q6ZUL3,C8orf86,,0,0,0,1,0,7,,,,0.916667,,0.916667,223
Q969J3,BORCS5,0.464886799,0,0,0,1,15,95,,0.624138,,0.513889,0.403756,0.516667,196
Q969J5,IL22RA2,-1.27668408,1,0,0,0,51,239,1,1,1,0.95,,0.975,263
Q8NEW0,SLC30A7,-1.386516222,1,0,0,0,2,42,,0.57931,0.57931,0.519444,,0.677083,376
Q969J2,ZKSCAN4,-0.503776932,0,0,0,1,34,175,13,0.975862,0.975862,0.611111,0.49537,0.802083,545
Q6IBW4,NCAPH2,-0.623632102,1,0,0,0,5,94,65,0.958621,0.958621,0.508333,0.527778,0.516667,605
Q08426,EHHADH,-2.05616481,1,0,0,0,20,204,,0.617241,0.596552,0.997222,0.986301,0.997917,723
Q6IC83,C22orf42,1.079181246,0,0,0,1,1,6,,,,1,0.982906,0.997917,251
Q8IXK0,PHC2,-2.228046719,1,0,0,0,12,82,,0.624138,0.624138,0.505556,0.356164,0.654167,858
Q8NEW7,TMIE,-1.329514887,1,0,0,0,2,64,3,,,0.966667,,0.883333,156
Q8IXK2,GALNT12,-0.820912652,1,0,0,0,2,61,,0.534483,0.534483,0.905556,0.664319,0.885417,581
Q8NF86,PRSS33,0.509305938,1,0,0,0,4,57,5,0.813793,0.813793,1,,0.997917,280
Q8NEV8,EXPH5,-0.802773739,1,0,0,0,0,25,,,0.813793,0.966667,,0.9625,1989
Q8IXJ6,SIRT2,-2.838634993,0,1,0,0,48,386,10,0.52069,0.503448,0.675,0.900901,0.733333,389
Q8NEV9,IL27,-1.818545165,1,0,0,0,190,509,,0.996552,0.996552,0.997222,0.77027,1,243
Q8IXJ9,ASXL1,-2.252477884,1,0,0,0,17,84,3,0.9,0.9,0.536111,,0.677083,1541
Q6ZUI0,TPRG1,0.477121255,0,0,0,1,2,37,,0.975862,0.975862,0.930556,,0.947917,275
Q969I3,GLYATL1,-2.192094424,1,0,0,0,3,55,,0.958621,0.958621,0.997222,0.973333,0.997917,302
D6RCP7,USP17L19,,0,0,0,1,0,3,,0.913793,0.913793,0,,0,530
Q8NEV1,CSNK2A3,-2.356218766,0,0,0,1,0,6,,0.465517,0.465517,0.930556,,0.639583,391
Q6IC98,GRAMD4,-0.768391402,1,0,0,0,2,20,,0.596552,0.596552,0.613889,,0.539583,578
Q969I6,SLC38A4,-1.715930614,1,0,0,0,2,32,,0.913793,0.913793,1,,0.997917,547
Q8NEV4,MYO3A,-1.252804305,1,0,0,0,74,130,,0.617241,0.617241,1,0.993976,0.985417,1616
Q6ZUJ4,C3orf62,0.477121255,0,0,0,1,2,38,4,,,0.756173,,0.5375,267
C9JQI7,TMEM232,-0.202176828,0,0,0,1,0,12,,0.975862,0.975862,0.980556,,0.997917,657
Q8NF67,ANKRD20A12P,,0,0,0,1,0,0,,,,,,,263
Q8NEU8,APPL2,-0.771464985,1,0,0,0,18,108,1,0.503448,0.503448,0.541667,0.456621,0.641667,664
Q6ZUJ8,PIK3AP1,-0.26163021,1,0,0,0,109,198,,0.558621,0.558621,0.888889,0.877778,0.975,805
P84157,MXRA7,-0.423245875,0,0,0,1,0,23,,0.52069,0.503448,0.697222,,0.75625,204
O15303,GRM6,-1.987049789,0,1,0,0,8,263,,0.958621,0.958621,0.933333,0.97561,0.860417,877
O15304,SIVA1,-1.841945242,1,0,0,0,112,191,,,,0.508333,,0.63125,175
O15305,PMM2,-2.129899387,0,1,0,0,20,153,,0.465517,0.465517,0.522222,0.678404,0.745833,246
Q969P6,TOP1MT,-0.960685919,0,0,1,0,35,86,,0.558621,0.558621,0.594444,0.242009,0.71875,601
Q969P5,FBXO32,-2.51377928,1,0,0,0,20,236,,0.996552,0.975862,0.875,,0.916667,355
Q8IY21,DDX60,-0.767299437,1,0,0,0,3,27,4,0.617241,0.617241,0.563889,0.3125,0.733333,1712
Q8IY22,CMIP,-1.604188202,1,0,0,0,3,65,4,0.727586,0.727586,0.575,0.547297,0.572917,773
Q8IXQ3,C9orf40,0.77815125,0,0,0,1,0,44,5,0.996552,0.996552,0.727778,0.740741,0.658333,194
Q8IXQ4,GPALPP1,,0,0,0,1,0,32,,0.806897,,0.505556,,0.539583,340
Q8IXQ5,KLHL7,-0.982436978,1,0,0,0,2,71,,0.958621,0.958621,0.766667,,0.5375,586
Q8IY26,PLPP6,-1.304634092,1,0,0,0,0,111,,0.844828,,0.541667,0.402027,0.595833,295
Q8IXQ6,PARP9,-1.315953164,1,0,0,0,0,72,,0.52069,0.52069,0.538889,,0.7,854
Q8IXQ8,PDZD9,,0,0,0,1,3,37,,0.937931,0.937931,1,,1,264
Q5TIE3,VWA5B1,,0,0,0,1,0,10,,0.748276,0.748276,0.980556,0.961538,0.975,1220
Q8IXQ9,ETFBKMT,-0.335792103,1,0,0,0,3,20,3,0.996552,,0.508333,,0.491667,262
P84101,SERF2,0.234083205,0,0,0,1,0,41,,0.768966,0.768966,0.491667,,0.504167,59
P84103,SRSF3,-1.865174486,1,0,0,0,47,216,,0.465517,0.465517,0.508333,0.022222,0.63125,164
Q969P0,IGSF8,-1.368877606,1,0,0,0,20,171,11,0.534483,0.534483,0.697222,,0.745833,613
Q8IXP5,C11orf53,0.079181246,0,0,0,1,0,106,,,,0.886111,,0.975,236
Q8IY17,PNPLA6,-2.679413409,1,0,0,0,8,159,,0.465517,0.465517,0.613889,,0.527083,1366
Q8IY18,SMC5,-1.908317218,1,0,0,0,1,109,,0.57931,0.57931,0.508333,0.467136,0.677083,1101
Q70UQ0,IKBIP,-0.22184875,0,0,0,1,2,122,25,0.534483,0.534483,0.697222,0.851351,0.916667,350
B7ZBB8,PPP1R3G,-0.431363765,0,0,0,1,0,54,,0.913793,0.913793,0.789683,,0.710417,358
Q969N4,TAAR8,-1.635103208,1,0,0,0,2,73,,,,0,,0,342
A4QPB2,LRP5L,0.77815125,0,0,0,1,0,36,,,,0.602778,,0.745833,252
P0DPB3,SCHIP1,-0.758183763,1,0,0,0,0,0,,0.996552,0.996552,0.980556,,0.835417,487
P60153,RNASE9,-0.505149978,0,0,0,1,0,82,1,1,1,1,,1,205
P0DPB5,POLR1D,-1.523261093,1,0,0,0,0,0,,0.996552,,,,,122
Q969N2,PIGT,-1.850116094,1,0,0,0,7,110,23,0.52069,0.52069,0.547222,,0.63125,578
Q6ZUM4,ARHGAP27,-0.089696029,0,0,0,1,2,112,,0.937931,0.786207,0.691667,0.90411,0.883333,889
Q969M7,UBE2F,-0.819491718,1,0,0,0,3,166,,0.710345,0.710345,0.475,0.472973,0.458333,185
Q8NEZ2,VPS37A,-0.856973296,1,0,0,0,4,80,5,0.52069,0.52069,0.522222,0.533784,0.489583,397
Q969M3,YIPF5,-1.27388278,1,0,0,0,2,90,,0.558621,0.558621,0.491667,0.335556,0.677083,257
Q969M2,GJA10,0.15490196,0,0,0,1,2,51,,0.937931,0.937931,1,,1,543
Q8NEZ3,WDR19,-1.150266558,1,0,0,0,3,89,2,0.806897,0.806897,0.766667,,0.75625,1342
Q5TID7,CCDC181,-0.184060192,0,0,0,1,0,66,2,0.806897,,0.980556,0.945205,0.939583,509
P0DPB6,POLR1D,-1.523261093,1,0,0,0,0,0,,0.748276,0.727586,0.461111,,0.595833,133
Q8NEZ4,KMT2C,-1.876254823,1,0,0,0,1,68,,0.558621,,0.513889,,0.5625,4911
Q8NEZ5,FBXO22,-0.479127231,1,0,0,0,28,118,,0.624138,0.596552,0.491667,,0.595833,403
Q8IXN7,RIMKLA,0.116858606,0,0,0,1,3,65,3,0.937931,0.937931,0.920139,,0.870833,391
Q8IXM7,ODF3L1,,0,0,0,1,2,35,2,1,1,1,,1,274
Q969M1,TOMM40L,0.035912557,0,0,0,1,8,55,,0.710345,0.710345,0.544444,0.793333,0.470833,308
P0DP73,DEFB130A,0.477121255,0,0,0,1,0,0,,,,1,,0,79
P0DP74,DEFB130A,0.477121255,1,0,0,0,0,0,,,,1,,0,79
Q693B1,KCTD11,-0.856298339,1,0,0,0,0,103,,0.9,0.9,0.675,0.143836,0.860417,232
P0DP75,MED14OS,,0,0,0,1,0,0,,,,,,0.545833,135
P48454,PPP3CC,-1.317255271,1,0,0,0,10,159,8,0.482759,0.482759,0.672222,0.648402,0.641667,512
P59103,DAOA,-1.901629048,1,0,0,0,0,50,,,,0,0.986486,1,153
P11169,SLC2A3,-2.443393599,0,1,0,0,23,231,,0.52069,0.52069,0.905556,0.813433,0.9625,496
P11166,SLC2A1,-3.450065354,0,1,0,0,98,470,4,0.465517,0.465517,0.980556,0.977778,0.9625,492
P11168,SLC2A2,-2.819154722,0,1,0,0,67,291,2,0.913793,0.913793,1,0.972973,0.997917,524
P0DP71,FAM236D,,0,0,0,1,0,0,,,,1,,,79
P0DP72,VSIG10L2,,0,0,0,1,0,0,,,,1,,,767
Q8NEP4,C17orf47,,0,0,0,1,0,18,,0.958621,0.958621,1,,1,570
P11172,UMPS,-2.259690219,0,0,1,0,28,119,1,0.465517,0.465517,0.519444,,0.677083,480
P62750,RPL23A,-1.414819678,1,0,0,0,9,194,52,0.465517,0.465517,0.569444,0.573333,0.7,156
Q8NEP3,DNAAF1,-1.034925595,1,0,0,0,44,85,,0.768966,0.768966,0.997222,0.97032,1,725
Q8NEP9,ZNF555,0.405765347,0,0,0,1,2,129,3,0.810345,0.810345,0.616667,,0.6875,628
P11171,EPB41,-2.851656519,1,0,0,0,19,245,1,0.465517,0.465517,0.638889,,0.9625,864
Q8NEP7,KLHDC9,0.442359149,1,0,0,0,0,58,5,0.958621,0.958621,0.980556,,0.929167,349
P48444,ARCN1,-0.855117319,1,0,0,0,37,133,1,0.465517,0.465517,0.508333,0.270833,0.604167,511
P61421,ATP6V0D1,-1.054309696,1,0,0,0,30,134,36,0.465517,0.465517,0.505556,,0.491667,351
P62753,RPS6,-2.767893707,1,0,0,0,147,920,,0.465517,0.465517,0.541667,0.293333,0.6875,249
P48448,ALDH3B2,-0.920363526,1,0,0,0,12,176,1,,0.482759,0.980556,0.945205,0.985417,385
P48449,LSS,-2.223807485,0,1,0,0,14,87,,0.465517,0.465517,0.536111,0.360731,0.516667,732
P49770,EIF2B2,-1.51607752,1,0,0,0,21,137,14,0.465517,0.465517,0.641667,0.242222,0.504167,351
P48443,RXRG,-1.670817389,0,0,1,0,58,281,4,0.862069,0.862069,0.919753,,0.885417,463
P49773,HINT1,-2.590237586,1,0,0,0,22,178,4,0.465517,0.465517,0.475,0.561905,0.477083,126
P49771,FLT3LG,-2.310167461,1,0,0,0,40,270,,,,0.675,,0.76875,235
Q6WKZ4,RAB11FIP1,-1.212559434,1,0,0,0,40,133,3,0.655172,0.655172,0.777778,0.455556,0.870833,1283
P35125,USP6,-1.933584988,1,0,0,0,6,169,,0.627586,0.627586,0.980556,,0.985417,1406
P11177,PDHB,-1.716716415,1,0,0,0,34,149,13,0.465517,0.465517,0.508333,0.502381,0.48125,359
Q2T9L4,C15orf59,,0,0,0,1,0,12,,0.958621,0.958621,0.919753,0.920091,0.75625,293
Q93097,WNT2B,-1.769876666,1,0,0,0,4,172,,0.806897,0.806897,0.827778,,0.833333,391
P62760,VSNL1,-1.812659803,1,0,0,0,766,994,,0.672414,0.672414,1,,0.9625,191
Q93096,PTP4A1,-1.831865071,0,1,0,0,9,213,15,0.52069,0.52069,0.691667,0.939189,0.61875,173
P11182,DBT,-2.371875815,1,0,0,0,25,124,,,0.465517,0.516667,0.611111,0.470833,482
Q93099,HGD,-2.620029497,1,0,0,0,36,159,,0.813793,0.813793,0.95,0.904444,0.975,445
Q93098,WNT8B,-1.372259828,1,0,0,0,9,163,3,,,0.966667,,0.997917,351
P49767,VEGFC,-2.99494825,1,0,0,0,226,667,,1,1,0.875,,0.916667,419
P48436,SOX9,-3.145220441,1,0,0,0,184,657,,0.882759,0.882759,0.844444,0.541667,0.775,509
P49765,VEGFB,-2.398431039,0,0,1,0,91,389,4,0.996552,0.996552,0.736111,,0.61875,207
P49768,PSEN1,-3.531283528,0,1,0,0,113,677,,0.52069,0.52069,0.522222,0.391204,0.539583,467
P25791,LMO2,-2.282256289,1,0,0,0,345,560,57,,,0.752778,0.514286,0.6625,158
P24462,CYP3A7,-1.975511869,0,0,1,0,27,164,4,,0.937931,1,,0.985417,503
Q6ZUA9,MROH5,,0,0,0,1,0,0,,,,,,,1318
P48431,SOX2,-3.206712627,1,0,0,0,385,1171,16,0.844828,0.844828,1,0.885135,0.860417,317
P49763,PGF,-3.521938792,0,0,1,0,186,630,,,,0.966667,,0.9625,221
P49761,CLK3,-1.493624057,0,1,0,0,38,126,38,0.913793,0.913793,0.522222,0.426667,0.63125,638
P0DP57,SLURP2,,1,0,0,0,0,0,,1,,0.997222,,,97
P49760,CLK2,-0.088557939,0,1,0,0,2,260,29,0.975862,0.975862,0.536111,0.375,0.65625,499
P0DP58,LYNX1,-1.273848184,1,0,0,0,0,0,,0.958621,0.937931,0.905556,,0.775,116
Q6P6B1,ERICH5,,0,0,0,1,0,45,2,0.937931,,0.905556,0.897778,0.90625,374
Q93091,RNASE6,-0.978952676,1,0,0,0,2,59,,0.806897,0.806897,0.797222,0.985714,0.8875,150
I3L273,GFY,-1.105510199,0,0,0,1,0,0,,0.975862,,0.997222,,0.985417,518
Q93086,P2RX5,-1.564581541,0,1,0,0,12,136,23,1,1,0.966667,0.946667,0.985417,422
P11150,LIPC,-2.568398243,0,1,0,0,1,258,2,0.975862,0.975862,1,,0.997917,499
Q8NEN0,ARMC2,-0.026328939,0,0,0,1,2,13,,0.958621,0.958621,0.930556,0.986486,0.885417,867
Q93084,ATP2A3,-1.942170781,1,0,0,0,27,100,,0.465517,0.465517,0.847222,0.369369,0.8875,1043
Q93083,MT1L,-1.432637157,1,0,0,0,0,0,,,,,,,61
Q8IXB1,DNAJC10,-1.294772294,1,0,0,0,28,149,16,0.465517,0.465517,0.75,0.502283,0.6875,793
Q93088,BHMT,-2.181549757,0,1,0,0,129,309,2,0.806897,0.806897,0.997222,0.986667,0.997917,406
Q8IXB3,TUSC5,-2.595946662,1,0,0,0,0,113,6,0.975862,0.975862,1,0.635135,0.985417,177
P25789,PSMA4,-1.012368096,1,0,0,0,,,,,,,,,261
P49756,RBM25,-1.344376714,1,0,0,0,0,42,4,0.465517,0.465517,0.522222,0.29108,0.654167,843
P25788,PSMA3,-1.209805928,1,0,0,0,13,181,,0.465517,0.465517,0.491667,0.650463,0.541667,255
P49755,TMED10,-1.466438151,1,0,0,0,6,300,6,0.465517,0.465517,0.508333,0.455556,0.595833,219
P49754,VPS41,-1.122278883,1,0,0,0,2,93,5,0.617241,0.617241,0.547222,0.520548,0.527083,854
Q8NEN9,PDZD8,-0.736396499,1,0,0,0,9,60,,0.57931,0.57931,0.658333,,0.61875,1154
P49753,ACOT2,-1.199547565,1,0,0,0,4,93,2,0.465517,0.465517,0.847222,0.402778,0.572917,483
P49759,CLK1,-1.937203366,0,1,0,0,3,156,,0.937931,0.937931,0.661111,0.548611,0.7,484
P25787,PSMA2,-0.82345864,1,0,0,0,110,245,,0.465517,0.465517,0.491667,,0.572917,234
P49758,RGS6,-1.44995617,1,0,0,0,5,90,2,0.844828,0.844828,0.919444,,0.835417,472
P48426,PIP4K2A,-1.778949522,1,0,0,0,51,244,77,0.465517,0.465517,0.827778,0.273333,0.883333,406
P25786,PSMA1,-1.363753189,0,0,1,0,36,235,18,0.465517,0.465517,0.475,0.317568,0.489583,263
P49757,NUMB,-2.60072442,1,0,0,0,256,564,5,0.482759,0.482759,0.508333,0.372685,0.63125,651
Q08495,DMTN,-1.736864546,1,0,0,0,3,158,6,0.596552,,0.888889,,0.870833,405
P23141,CES1,-2.624751679,0,1,0,0,15,209,8,0.558621,0.558621,0.980556,0.848889,0.975,567
Q08493,PDE4C,-1.203047662,0,0,1,0,23,169,,0.768966,0.768966,0.825,0.880282,0.825,712
P23142,FBLN1,-1.973801471,1,0,0,0,25,218,,0.534483,0.534483,0.888889,0.752315,0.870833,703
P49750,YLPM1,-0.156106662,0,0,0,1,0,11,,0.558621,0.558621,0.536111,,0.539583,1951
Q10713,PMPCA,-1.940739596,1,0,0,0,2,88,6,0.482759,0.482759,0.469444,0.265766,0.48125,525
Q6P6C2,ALKBH5,-1.609556312,1,0,0,0,2,72,,0.655172,0.655172,0.569444,0.090909,0.470833,394
Q08499,PDE4D,-2.257012643,0,0,1,0,6,341,1,0.672414,0.52069,0.697222,0.305556,0.802083,809
Q93075,TATDN2,0.507084478,0,0,0,1,0,8,,0.9,0.9,0.516667,0.279279,0.491667,761
Q64ET8,FRG2,-0.816083411,0,0,0,1,0,3,,,,1,,0,278
Q8NEM1,ZNF680,,0,0,0,1,2,66,,0.693103,0.693103,0.766667,,0.527083,530
Q8NEM2,SHCBP1,-0.591682819,1,0,0,0,4,85,,0.862069,0.862069,0.919444,,0.985417,672
P11161,EGR2,-2.552440432,1,0,0,0,37,344,,1,1,0.980556,,0.929167,476
Q93074,MED12,-2.608354009,1,0,0,0,1,124,,0.786207,0.786207,0.538889,0.075342,0.7,2177
Q93073,SECISBP2L,-1.756083332,0,0,0,1,1,6,,0.9,0.9,0.691667,0.146119,0.814583,1101
Q8NEM0,MCPH1,-1.968630725,1,0,0,0,66,260,,0.975862,0.975862,0.538889,0.43018,0.539583,835
Q6ZUB1,SPATA31E1,0.903089987,0,0,0,1,0,32,,0.996552,0.996552,1,0.975309,1,1445
Q93079,HIST1H2BH,0.156112257,1,0,0,0,0,55,,0.465517,0.465517,0.805556,0.037037,,126
Q6ZUB0,SPATA31D4,,0,0,0,1,0,0,,0.624138,0.624138,,,,917
Q6P6B7,ANKRD16,0.363177903,0,0,0,1,3,29,,0.958621,0.958621,0.544444,,0.572917,361
Q93077,HIST1H2AC,-0.159700844,0,0,0,1,9,25,,0.465517,0.465517,0.641667,0.351351,0.833333,130
P61457,PCBD1,-1.936992202,1,0,0,0,25,177,13,0.482759,0.482759,0.613889,0.811111,0.48125,104
P24468,NR2F2,-2.182588016,1,0,0,0,34,204,6,0.672414,0.672414,0.844444,,0.916667,414
Q8IXA5,SPACA3,-1.172625686,1,0,0,0,2,46,5,0.937931,0.937931,1,0.991228,1,215
Q8NEM7,SUPT20H,-1.883283032,1,0,0,0,2,31,18,0.882759,0.882759,0.813889,,0.654167,779
Q8NEM8,AGBL3,-1.5404685,1,0,0,0,0,36,2,0.937931,0.937931,0.758333,,0.985417,1001
P49748,ACADVL,-2.276079906,1,0,0,0,33,190,2,0.465517,0.465517,0.6,0.486667,0.604167,655
P49747,COMP,-2.774233399,1,0,0,0,48,259,,0.558621,0.558621,0.883333,,0.997917,757
P49746,THBS3,-1.549619083,1,0,0,0,1,139,39,0.655172,0.655172,0.675,0.696347,0.76875,956
Q969H4,CNKSR1,-1.032779085,1,0,0,0,16,107,9,0.975862,0.975862,0.697222,,0.847917,720
P23193,TCEA1,-2.613060721,1,0,0,0,24,161,,0.503448,0.503448,0.519444,0.465278,0.54375,301
Q969H0,FBXW7,-2.781543274,1,0,0,0,217,446,7,1,0.937931,0.872222,0.166667,0.847917,707
Q969H9,DIRC1,-0.016390418,0,0,0,1,0,16,,,,0.966667,,1,104
A1L1A6,IGSF23,,0,0,0,1,0,6,,,,0.980556,,0.985417,192
Q969H6,POP5,-1.180944657,1,0,0,0,2,35,14,0.813793,0.813793,0.486111,0.77619,0.48125,163
Q07157,TJP1,-3.207195227,1,0,0,0,44,292,,0.482759,0.482759,0.691667,0.720721,0.585417,1748
Q8IXI1,RHOT2,-1.364785458,1,0,0,0,5,119,9,0.465517,0.465517,0.491667,0.481735,0.60625,618
Q969H8,MYDGF,-2.317631062,1,0,0,0,34,166,2,0.465517,,0.508333,0.676056,0.660417,173
Q8NF64,ZMIZ2,-0.58991137,0,0,0,1,1,86,,0.748276,0.748276,0.508333,0.415556,0.504167,920
Q8IXI2,RHOT1,-1.528133816,1,0,0,0,45,192,1,0.465517,0.465517,0.533333,0.126667,0.516667,618
Q8NET8,TRPV3,-2.111488592,0,1,0,0,101,273,3,0.996552,0.996552,0.966667,,0.947917,790
Q8NET6,CHST13,-0.355843606,1,0,0,0,19,90,2,0.958621,0.958621,0.966667,,0.997917,341
Q8IXH6,TP53INP2,-1.65450884,1,0,0,0,0,113,,0.9,0.9,0.697222,,0.947917,220
Q8IXH7,NELFCD,-2.678055846,1,0,0,0,7,134,3,,,0.505556,,0.527083,590
Q6ZUG5,,,0,0,0,1,0,1,,,,,,,572
Q8IXH8,CDH26,-1.099987389,1,0,0,0,5,107,1,,,0.930556,,0.76875,852
A2PYH4,HFM1,-1.677091964,1,0,0,0,0,59,,,0.937931,0.997222,,0.947917,1435
P62714,PPP2CB,-1.137260378,1,0,0,0,44,290,34,0.465517,0.465517,0.547222,0.239726,0.539583,309
Q969G3,SMARCE1,-1.511532907,1,0,0,0,20,270,18,0.503448,0.503448,0.522222,0.12,0.641667,411
Q969G2,LHX4,-1.593092102,1,0,0,0,187,311,14,0.9,0.9,0.780864,,0.791667,390
Q969G9,NKD1,-1.588725847,1,0,0,0,6,99,,0.958621,0.958621,0.841667,,0.847917,470
Q8NF50,DOCK8,-2.073866518,1,0,0,0,106,148,7,0.534483,0.534483,0.875,0.72549,0.947917,2099
Q8NET1,DEFB108B,0.010995386,0,0,0,1,0,10,,,,0,,0,73
P50747,HLCS,-2.340040088,0,1,0,0,12,86,1,0.806897,0.806897,0.594444,0.446009,0.516667,726
Q8NET4,RTL9,-0.76909587,0,0,0,1,0,40,,0.937931,,1,0.991342,1,1388
Q969G5,CAVIN3,-1.397955101,1,0,0,0,16,150,,0.57931,,0.822222,0.905093,0.870833,261
Q08477,CYP4F3,-1.706829329,1,0,0,0,57,114,,0.806897,0.806897,0.966667,0.920091,0.997917,520
Q8NET5,NFAM1,-0.372117221,1,0,0,0,8,74,1,1,1,0.930556,,0.985417,270
Q969G6,RFK,-1.718396285,1,0,0,0,2,104,,0.786207,0.786207,0.516667,0.279343,0.54375,155
Q8NES8,DEFB124,0.26687572,1,0,0,0,0,17,,,,0.940972,,0.8875,71
P50749,RASSF2,-1.440374501,1,0,0,0,11,124,5,0.627586,0.627586,0.844444,,0.985417,326
P50748,KNTC1,-2.554701,1,0,0,0,50,105,,0.748276,0.748276,0.825,0.55137,0.8875,2209
B4DU55,ZNF879,,0,0,0,1,0,28,,0.655172,0.655172,0.636111,,0.71875,563
Q08462,ADCY2,-1.371655626,1,0,0,0,9,117,8,0.844828,0.844828,0.997222,0.662037,0.860417,1091
Q969F0,FATE1,-1.38738979,1,0,0,0,162,201,,0.958621,0.958621,1,0.99375,1,183
P0DOX5,,,0,0,0,1,0,0,,,,,,,449
P0DOX6,,,0,0,0,1,0,0,,,,,,,576
Q969F2,NKD2,-1.298430374,1,0,0,0,5,121,8,1,1,0.966667,,0.947917,451
P50750,CDK9,-3.015445685,0,1,0,0,68,372,18,0.465517,0.465517,0.505556,0.038813,0.61875,372
P0DOX7,,,0,0,0,1,0,0,,,,,,,214
Q969F1,GTF3C6,0.346787486,0,0,0,1,0,23,,0.9,0.9,0.508333,0.206573,0.491667,213
P0DOX8,,,0,0,0,1,0,0,,,,,,,216
Q5W0A0,ERICH6B,,0,0,0,1,0,16,,1,,1,,0.985417,696
Q6IBS0,TWF2,-1.248790358,1,0,0,0,6,162,6,0.465517,0.465517,0.538889,,0.504167,349
Q969F8,KISS1R,-2.451581098,0,1,0,0,1,223,,,,1,,0.939583,398
Q969F9,HPS3,-1.248070634,1,0,0,0,2,141,,0.627586,0.627586,0.541667,0.326484,0.677083,1004
Q8NES3,LFNG,-1.505351955,1,0,0,0,99,220,,0.975862,0.975862,0.777778,0.664384,0.76875,379
P0DP91,ERCC6,-2.31776374,1,0,0,0,0,0,,,,,,,1061
P0DOX2,,,0,0,0,1,0,0,,,,,,,455
P0DOX3,,,1,0,0,0,0,0,,,,,,,512
P0DOX4,,,0,0,0,1,0,0,,,,,,,547
Q8IXF0,NPAS3,-1.494215872,1,0,0,0,2,112,,0.882759,0.882759,0.966667,0.920188,0.870833,933
Q8NF37,LPCAT1,-1.532862104,1,0,0,0,2,132,4,0.52069,0.52069,0.980556,0.465278,0.8875,534
Q8NER5,ACVR1C,-1.534315478,1,0,0,0,60,303,10,,,1,0.326291,0.86875,493
Q8IXF9,AQP12A,-0.935996311,1,0,0,0,0,63,,1,1,1,0.986301,1,295
P62736,ACTA2,-2.253576773,1,0,0,0,469,773,10,0.465517,0.465517,0.966667,0.968889,0.947917,377
P49798,RGS4,-2.411270144,0,1,0,0,12,202,1,0.786207,0.786207,0.997222,,0.985417,205
P49792,RANBP2,-2.246093064,1,0,0,0,19,172,1,0.465517,0.465517,0.536111,0.273973,0.572917,3224
Q969E1,LEAP2,-1.481008336,1,0,0,0,0,22,5,,,1,,1,77
P49790,NUP153,-2.143957825,1,0,0,0,10,100,,0.558621,0.558621,0.519444,0.24,0.660417,1475
P49796,RGS3,-1.656158903,1,0,0,0,29,122,32,0.768966,0.768966,0.6,,0.791667,1198
P49795,RGS19,-1.712159991,0,1,0,0,2,385,,0.862069,0.862069,0.930556,0.893333,0.947917,217
Q5W0B1,RNF219,-0.124938737,0,0,0,1,17,106,,0.844828,0.844828,0.541667,0.318493,0.585417,726
Q969E8,TSR2,-1.138691098,0,0,0,1,0,41,,0.727586,0.727586,0.491667,0.666667,0.560417,191
Q6ZUF6,LINC00336,,0,0,0,1,0,0,,,,,,,198
Q969E3,UCN3,-1.86550988,1,0,0,0,11,120,14,1,1,0.95,,0.9625,161
P0DOY2,IGLC2,,0,0,0,1,0,0,,,,,,0.939583,106
Q969E2,SCAMP4,-0.367976784,0,0,0,1,0,62,,0.503448,0.503448,0.566667,0.440639,0.516667,229
P0DOY3,IGLC3,,0,0,0,1,0,0,,,,,,0.9625,106
