entrez_gene_symbol,gene_long_name,category_sources,category
CYP24A1,CYTOCHROME P450 FAMILY 24 SUBFAMILY A MEMBER 1,"HopkinsGroom,GuideToPharmacologyGenes",CYTOCHROME P450
SLC25A32,SOLUTE CARRIER FAMILY 25 MEMBER 32,"GuideToPharmacologyGenes,GO",TRANSPORTER
SLC25A32,SOLUTE CARRIER FAMILY 25 MEMBER 32,RussLampel,DRUGGABLE GENOME
OR13C8,OLFACTORY RECEPTOR FAMILY 13 SUBFAMILY C MEMBER 8,"dGene,GO,HopkinsGroom",G PROTEIN COUPLED RECEPTOR
OR13C8,OLFACTORY RECEPTOR FAMILY 13 SUBFAMILY C MEMBER 8,"dGene,RussLampel,HopkinsGroom",DRUGGABLE GENOME
ANKLE2,ANKYRIN REPEAT AND LEM DOMAIN CONTAINING 2,GO,PROTEIN PHOSPHATASE
NADK,NAD KINASE,GO,KINASE
MEIS2,MEIS HOMEOBOX 2,GO,TRANSCRIPTION FACTOR BINDING
MEIS2,MEIS HOMEOBOX 2,GO,TUMOR SUPPRESSOR
LRTM2,LEUCINE RICH REPEATS AND TRANSMEMBRANE DOMAINS 2,GO,KINASE
LRTM2,LEUCINE RICH REPEATS AND TRANSMEMBRANE DOMAINS 2,GO,TYROSINE KINASE
PROM2,PROMININ 2,GO,CELL SURFACE
APP,AMYLOID BETA PRECURSOR PROTEIN,"HingoraniCasas,dGene",DRUGGABLE GENOME
APP,AMYLOID BETA PRECURSOR PROTEIN,"dGene,GO",PROTEASE INHIBITOR
APP,AMYLOID BETA PRECURSOR PROTEIN,GO,ION CHANNEL
APP,AMYLOID BETA PRECURSOR PROTEIN,GO,TRANSPORTER
APP,AMYLOID BETA PRECURSOR PROTEIN,GO,TYROSINE KINASE
APP,AMYLOID BETA PRECURSOR PROTEIN,GO,PROTEASE
APP,AMYLOID BETA PRECURSOR PROTEIN,GO,TUMOR SUPPRESSOR
APP,AMYLOID BETA PRECURSOR PROTEIN,GO,KINASE
APP,AMYLOID BETA PRECURSOR PROTEIN,GO,CELL SURFACE
SLC26A7,SOLUTE CARRIER FAMILY 26 MEMBER 7,"GO,GuideToPharmacologyGenes",ION CHANNEL
SLC26A7,SOLUTE CARRIER FAMILY 26 MEMBER 7,"GO,GuideToPharmacologyGenes",TRANSPORTER
SLC26A7,SOLUTE CARRIER FAMILY 26 MEMBER 7,GuideToPharmacologyGenes,EXCHANGER
PDE11A,PHOSPHODIESTERASE 11A,"HopkinsGroom,HingoraniCasas,RussLampel",DRUGGABLE GENOME
TREML2,TRIGGERING RECEPTOR EXPRESSED ON MYELOID CELLS LIKE 2,GO,CELL SURFACE
ADAMTS19,ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF 19,"GO,GuideToPharmacologyGenes",NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS19,ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF 19,"GO,GuideToPharmacologyGenes,dGene",PROTEASE
ADAMTS19,ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF 19,"RussLampel,dGene,HingoraniCasas",DRUGGABLE GENOME
FCGR3B,FC FRAGMENT OF IGG RECEPTOR IIIB,HingoraniCasas,DRUGGABLE GENOME
SRP72,SIGNAL RECOGNITION PARTICLE 72,GO,DRUG RESISTANCE
TAF1L,TATA-BOX BINDING PROTEIN ASSOCIATED FACTOR 1 LIKE,GO,HISTONE MODIFICATION
TAF1L,TATA-BOX BINDING PROTEIN ASSOCIATED FACTOR 1 LIKE,GO,TRANSCRIPTION FACTOR BINDING
TAF1L,TATA-BOX BINDING PROTEIN ASSOCIATED FACTOR 1 LIKE,GO,TRANSCRIPTION FACTOR COMPLEX
TAF1L,TATA-BOX BINDING PROTEIN ASSOCIATED FACTOR 1 LIKE,"GO,GuideToPharmacologyGenes,dGene",SERINE THREONINE KINASE
TAF1L,TATA-BOX BINDING PROTEIN ASSOCIATED FACTOR 1 LIKE,"GO,GuideToPharmacologyGenes",KINASE
TAF1L,TATA-BOX BINDING PROTEIN ASSOCIATED FACTOR 1 LIKE,dGene,DRUGGABLE GENOME
MMP19,MATRIX METALLOPEPTIDASE 19,"GuideToPharmacologyGenes,GO",NEUTRAL ZINC METALLOPEPTIDASE
MMP19,MATRIX METALLOPEPTIDASE 19,"GuideToPharmacologyGenes,dGene,GO,HopkinsGroom",PROTEASE
MMP19,MATRIX METALLOPEPTIDASE 19,"dGene,HopkinsGroom,HingoraniCasas,RussLampel",DRUGGABLE GENOME
ATF7IP,ACTIVATING TRANSCRIPTION FACTOR 7 INTERACTING PROTEIN,GO,TRANSCRIPTION FACTOR COMPLEX
INPP4A,INOSITOL POLYPHOSPHATE-4-PHOSPHATASE TYPE I A,MskImpact,CLINICALLY ACTIONABLE
CTSZ,CATHEPSIN Z,"dGene,RussLampel,HingoraniCasas",DRUGGABLE GENOME
CTSZ,CATHEPSIN Z,"dGene,GO,GuideToPharmacologyGenes",PROTEASE
CTSZ,CATHEPSIN Z,GO,CELL SURFACE
RPS27L,RIBOSOMAL PROTEIN S27 LIKE,GO,DNA REPAIR
RPS27L,RIBOSOMAL PROTEIN S27 LIKE,GO,PROTEASE
RPS27L,RIBOSOMAL PROTEIN S27 LIKE,GO,TUMOR SUPPRESSOR
SCN9A,SODIUM VOLTAGE-GATED CHANNEL ALPHA SUBUNIT 9,"GO,GuideToPharmacologyGenes",TRANSPORTER
SCN9A,SODIUM VOLTAGE-GATED CHANNEL ALPHA SUBUNIT 9,"GO,HopkinsGroom,BaderLabGenes,GuideToPharmacologyGenes",ION CHANNEL
SCN9A,SODIUM VOLTAGE-GATED CHANNEL ALPHA SUBUNIT 9,"HopkinsGroom,HingoraniCasas,RussLampel",DRUGGABLE GENOME
CIB1,CALCIUM AND INTEGRIN BINDING 1,GO,SERINE THREONINE KINASE
CIB1,CALCIUM AND INTEGRIN BINDING 1,GO,TYROSINE KINASE
CIB1,CALCIUM AND INTEGRIN BINDING 1,GO,KINASE
CIB1,CALCIUM AND INTEGRIN BINDING 1,GO,DNA REPAIR
GRIN3A,GLUTAMATE IONOTROPIC RECEPTOR NMDA TYPE SUBUNIT 3A,"GuideToPharmacologyGenes,GO",TRANSPORTER
GRIN3A,GLUTAMATE IONOTROPIC RECEPTOR NMDA TYPE SUBUNIT 3A,"GuideToPharmacologyGenes,GO",ION CHANNEL
GRIN3A,GLUTAMATE IONOTROPIC RECEPTOR NMDA TYPE SUBUNIT 3A,"HopkinsGroom,HingoraniCasas,RussLampel",DRUGGABLE GENOME
MCOLN2,MUCOLIPIN 2,"GO,BaderLabGenes,GuideToPharmacologyGenes",ION CHANNEL
MCOLN2,MUCOLIPIN 2,"GO,GuideToPharmacologyGenes",TRANSPORTER
MCOLN2,MUCOLIPIN 2,"HingoraniCasas,RussLampel",DRUGGABLE GENOME
SMCR8,"SMITH-MAGENIS SYNDROME CHROMOSOME REGION, CANDIDATE 8",GO,TYROSINE KINASE
SMCR8,"SMITH-MAGENIS SYNDROME CHROMOSOME REGION, CANDIDATE 8",GO,KINASE
CYCS,"CYTOCHROME C, SOMATIC",GO,PROTEIN PHOSPHATASE
CYCS,"CYTOCHROME C, SOMATIC",GO,PROTEASE
IGKV1D-42,IMMUNOGLOBULIN KAPPA VARIABLE 1D-42 (NON-FUNCTIONAL),HingoraniCasas,DRUGGABLE GENOME
BTNL8,BUTYROPHILIN LIKE 8,"HingoraniCasas,HopkinsGroom",DRUGGABLE GENOME
BTNL8,BUTYROPHILIN LIKE 8,HopkinsGroom,B30_2 SPRY DOMAIN
UBASH3B,UBIQUITIN ASSOCIATED AND SH3 DOMAIN CONTAINING B,GO,PROTEIN PHOSPHATASE
UBASH3B,UBIQUITIN ASSOCIATED AND SH3 DOMAIN CONTAINING B,GO,KINASE
ATP10D,ATPASE PHOSPHOLIPID TRANSPORTING 10D (PUTATIVE),"GO,GuideToPharmacologyGenes",TRANSPORTER
ATP10D,ATPASE PHOSPHOLIPID TRANSPORTING 10D (PUTATIVE),GuideToPharmacologyGenes,ABC TRANSPORTER
GTF2B,GENERAL TRANSCRIPTION FACTOR IIB,GO,TRANSCRIPTION FACTOR BINDING
GTF2B,GENERAL TRANSCRIPTION FACTOR IIB,GO,TRANSCRIPTION FACTOR COMPLEX
7-Sep,SEPTIN 7,GO,CELL SURFACE
LPAR1,LYSOPHOSPHATIDIC ACID RECEPTOR 1,"HopkinsGroom,dGene,RussLampel,HingoraniCasas",DRUGGABLE GENOME
LPAR1,LYSOPHOSPHATIDIC ACID RECEPTOR 1,"HopkinsGroom,dGene,GuideToPharmacologyGenes,GO",G PROTEIN COUPLED RECEPTOR
LPAR1,LYSOPHOSPHATIDIC ACID RECEPTOR 1,GO,SERINE THREONINE KINASE
LPAR1,LYSOPHOSPHATIDIC ACID RECEPTOR 1,GO,CELL SURFACE
LPAR1,LYSOPHOSPHATIDIC ACID RECEPTOR 1,GO,PHOSPHOLIPASE
LPAR1,LYSOPHOSPHATIDIC ACID RECEPTOR 1,GO,KINASE
GPRC5C,G PROTEIN-COUPLED RECEPTOR CLASS C GROUP 5 MEMBER C,"GuideToPharmacologyGenes,dGene,GO",G PROTEIN COUPLED RECEPTOR
GPRC5C,G PROTEIN-COUPLED RECEPTOR CLASS C GROUP 5 MEMBER C,"RussLampel,dGene",DRUGGABLE GENOME
E2F6,E2F TRANSCRIPTION FACTOR 6,GO,TRANSCRIPTION FACTOR COMPLEX
TGFBI,TRANSFORMING GROWTH FACTOR BETA INDUCED,HingoraniCasas,DRUGGABLE GENOME
TRIM21,TRIPARTITE MOTIF CONTAINING 21,HopkinsGroom,B30_2 SPRY DOMAIN
TRIM21,TRIPARTITE MOTIF CONTAINING 21,HopkinsGroom,DRUGGABLE GENOME
TRIM21,TRIPARTITE MOTIF CONTAINING 21,GO,TUMOR SUPPRESSOR
SSH2,SLINGSHOT PROTEIN PHOSPHATASE 2,"dGene,RussLampel,HopkinsGroom",DRUGGABLE GENOME
SSH2,SLINGSHOT PROTEIN PHOSPHATASE 2,"dGene,HopkinsGroom,GO",PROTEIN PHOSPHATASE
KLLN,"KILLIN, P53-REGULATED DNA REPLICATION INHIBITOR",GO,TUMOR SUPPRESSOR
UNG,URACIL DNA GLYCOSYLASE,GO,DNA REPAIR
EPHB3,EPH RECEPTOR B3,"RussLampel,HopkinsGroom,HingoraniCasas,dGene",DRUGGABLE GENOME
EPHB3,EPH RECEPTOR B3,"HopkinsGroom,GuideToPharmacologyGenes,GO",KINASE
EPHB3,EPH RECEPTOR B3,"GuideToPharmacologyGenes,dGene,GO",TYROSINE KINASE
USPL1,UBIQUITIN SPECIFIC PEPTIDASE LIKE 1,GO,PROTEASE
FGFRL1,FIBROBLAST GROWTH FACTOR RECEPTOR LIKE 1,GO,KINASE
FGFRL1,FIBROBLAST GROWTH FACTOR RECEPTOR LIKE 1,GO,TYROSINE KINASE
FGFRL1,FIBROBLAST GROWTH FACTOR RECEPTOR LIKE 1,HingoraniCasas,DRUGGABLE GENOME
RAD9A,RAD9 CHECKPOINT CLAMP COMPONENT A,GO,DNA REPAIR
RAD9A,RAD9 CHECKPOINT CLAMP COMPONENT A,GO,TUMOR SUPPRESSOR
NEK11,NIMA RELATED KINASE 11,"GO,HopkinsGroom,GuideToPharmacologyGenes",KINASE
NEK11,NIMA RELATED KINASE 11,"GO,dGene,GuideToPharmacologyGenes",SERINE THREONINE KINASE
NEK11,NIMA RELATED KINASE 11,GO,TUMOR SUPPRESSOR
NEK11,NIMA RELATED KINASE 11,GO,HISTONE MODIFICATION
NEK11,NIMA RELATED KINASE 11,"HopkinsGroom,dGene,RussLampel,HingoraniCasas",DRUGGABLE GENOME
KIAA0141,KIAA0141,GO,PROTEASE
CAMP,CATHELICIDIN ANTIMICROBIAL PEPTIDE,HingoraniCasas,DRUGGABLE GENOME
FGF9,FIBROBLAST GROWTH FACTOR 9,GO,GROWTH FACTOR
FGF9,FIBROBLAST GROWTH FACTOR 9,GO,KINASE
FGF9,FIBROBLAST GROWTH FACTOR 9,GO,TYROSINE KINASE
FGF9,FIBROBLAST GROWTH FACTOR 9,HingoraniCasas,DRUGGABLE GENOME
TAS2R5,TASTE 2 RECEPTOR MEMBER 5,"GO,dGene,GuideToPharmacologyGenes",G PROTEIN COUPLED RECEPTOR
TAS2R5,TASTE 2 RECEPTOR MEMBER 5,dGene,DRUGGABLE GENOME
P2RX4,PURINERGIC RECEPTOR P2X 4,"HopkinsGroom,HingoraniCasas,RussLampel",DRUGGABLE GENOME
P2RX4,PURINERGIC RECEPTOR P2X 4,"GuideToPharmacologyGenes,GO",TRANSPORTER
P2RX4,PURINERGIC RECEPTOR P2X 4,"GuideToPharmacologyGenes,GO",ION CHANNEL
TFAP2D,TRANSCRIPTION FACTOR AP-2 DELTA,GO,TRANSCRIPTION FACTOR COMPLEX
SF1,SPLICING FACTOR 1,BaderLabGenes,NUCLEAR HORMONE RECEPTOR
POTEI,POTE ANKYRIN DOMAIN FAMILY MEMBER I,HingoraniCasas,DRUGGABLE GENOME
DUSP10,DUAL SPECIFICITY PHOSPHATASE 10,"HopkinsGroom,dGene,RussLampel",DRUGGABLE GENOME
DUSP10,DUAL SPECIFICITY PHOSPHATASE 10,"HopkinsGroom,GO,dGene",PROTEIN PHOSPHATASE
DUSP10,DUAL SPECIFICITY PHOSPHATASE 10,GO,KINASE
DUSP10,DUAL SPECIFICITY PHOSPHATASE 10,GO,SERINE THREONINE KINASE
SLC10A6,SOLUTE CARRIER FAMILY 10 MEMBER 6,"GO,GuideToPharmacologyGenes,HopkinsGroom",TRANSPORTER
SLC10A6,SOLUTE CARRIER FAMILY 10 MEMBER 6,"RussLampel,HopkinsGroom",DRUGGABLE GENOME
RPTN,REPETIN,HingoraniCasas,DRUGGABLE GENOME
TRIM64,TRIPARTITE MOTIF CONTAINING 64,HopkinsGroom,DRUGGABLE GENOME
TRIM64,TRIPARTITE MOTIF CONTAINING 64,HopkinsGroom,B30_2 SPRY DOMAIN
PTK7,PROTEIN TYROSINE KINASE 7 (INACTIVE),"GuideToPharmacologyGenes,HopkinsGroom,GO",KINASE
PTK7,PROTEIN TYROSINE KINASE 7 (INACTIVE),"GuideToPharmacologyGenes,dGene",TYROSINE KINASE
PTK7,PROTEIN TYROSINE KINASE 7 (INACTIVE),"HopkinsGroom,HingoraniCasas,dGene,RussLampel",DRUGGABLE GENOME
PLSCR1,PHOSPHOLIPID SCRAMBLASE 1,GO,TRANSPORTER
PLSCR1,PHOSPHOLIPID SCRAMBLASE 1,HingoraniCasas,DRUGGABLE GENOME
TTPA,ALPHA TOCOPHEROL TRANSFER PROTEIN,GO,TRANSPORTER
SPAM1,SPERM ADHESION MOLECULE 1,HingoraniCasas,DRUGGABLE GENOME
MYC,"MYC PROTO-ONCOGENE, BHLH TRANSCRIPTION FACTOR","MskImpact,FoundationOneGenes",CLINICALLY ACTIONABLE
MYC,"MYC PROTO-ONCOGENE, BHLH TRANSCRIPTION FACTOR",GO,TUMOR SUPPRESSOR
MYC,"MYC PROTO-ONCOGENE, BHLH TRANSCRIPTION FACTOR",GO,PROTEASE
MYC,"MYC PROTO-ONCOGENE, BHLH TRANSCRIPTION FACTOR",GO,DRUG RESISTANCE
MYC,"MYC PROTO-ONCOGENE, BHLH TRANSCRIPTION FACTOR",GO,RNA DIRECTED DNA POLYMERASE
MYC,"MYC PROTO-ONCOGENE, BHLH TRANSCRIPTION FACTOR",GO,TRANSCRIPTION FACTOR BINDING
PKD1,"POLYCYSTIN 1, TRANSIENT RECEPTOR POTENTIAL CHANNEL INTERACTING",GO,ION CHANNEL
PKD1,"POLYCYSTIN 1, TRANSIENT RECEPTOR POTENTIAL CHANNEL INTERACTING",GO,CELL SURFACE
PKD1,"POLYCYSTIN 1, TRANSIENT RECEPTOR POTENTIAL CHANNEL INTERACTING",GO,SERINE THREONINE KINASE
PKD1,"POLYCYSTIN 1, TRANSIENT RECEPTOR POTENTIAL CHANNEL INTERACTING",GO,KINASE
PKD1,"POLYCYSTIN 1, TRANSIENT RECEPTOR POTENTIAL CHANNEL INTERACTING",GO,TUMOR SUPPRESSOR
PKD1,"POLYCYSTIN 1, TRANSIENT RECEPTOR POTENTIAL CHANNEL INTERACTING",GO,TRANSPORTER
TBK1,TANK BINDING KINASE 1,"GuideToPharmacologyGenes,GO",KINASE
TBK1,TANK BINDING KINASE 1,"GuideToPharmacologyGenes,dGene,GO",SERINE THREONINE KINASE
TBK1,TANK BINDING KINASE 1,"RussLampel,dGene,HingoraniCasas",DRUGGABLE GENOME
TNFRSF18,TNF RECEPTOR SUPERFAMILY MEMBER 18,GO,CELL SURFACE
TNFRSF18,TNF RECEPTOR SUPERFAMILY MEMBER 18,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
TNFRSF18,TNF RECEPTOR SUPERFAMILY MEMBER 18,HingoraniCasas,DRUGGABLE GENOME
SBF2,SET BINDING FACTOR 2,dGene,MYOTUBULARIN RELATED PROTEIN PHOSPHATASE
SBF2,SET BINDING FACTOR 2,dGene,DRUGGABLE GENOME
KCNH3,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY H MEMBER 3,"GO,GuideToPharmacologyGenes",TRANSPORTER
KCNH3,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY H MEMBER 3,"GO,GuideToPharmacologyGenes,BaderLabGenes,HopkinsGroom",ION CHANNEL
KCNH3,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY H MEMBER 3,GO,KINASE
KCNH3,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY H MEMBER 3,"RussLampel,HingoraniCasas,HopkinsGroom",DRUGGABLE GENOME
DMAP1,DNA METHYLTRANSFERASE 1 ASSOCIATED PROTEIN 1,GO,DNA REPAIR
DMAP1,DNA METHYLTRANSFERASE 1 ASSOCIATED PROTEIN 1,GO,TRANSCRIPTION FACTOR BINDING
DMAP1,DNA METHYLTRANSFERASE 1 ASSOCIATED PROTEIN 1,GO,HISTONE MODIFICATION
FLVCR1,FELINE LEUKEMIA VIRUS SUBGROUP C CELLULAR RECEPTOR 1,RussLampel,DRUGGABLE GENOME
FLVCR1,FELINE LEUKEMIA VIRUS SUBGROUP C CELLULAR RECEPTOR 1,GO,TRANSPORTER
TRPV4,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 4,"GO,BaderLabGenes,HopkinsGroom,GuideToPharmacologyGenes",ION CHANNEL
TRPV4,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 4,GO,CELL SURFACE
TRPV4,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 4,"GO,GuideToPharmacologyGenes",TRANSPORTER
TRPV4,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 4,"HopkinsGroom,RussLampel,HingoraniCasas",DRUGGABLE GENOME
KCNN3,POTASSIUM CALCIUM-ACTIVATED CHANNEL SUBFAMILY N MEMBER 3,"GuideToPharmacologyGenes,GO",TRANSPORTER
KCNN3,POTASSIUM CALCIUM-ACTIVATED CHANNEL SUBFAMILY N MEMBER 3,"GuideToPharmacologyGenes,BaderLabGenes,GO",ION CHANNEL
KCNN3,POTASSIUM CALCIUM-ACTIVATED CHANNEL SUBFAMILY N MEMBER 3,HingoraniCasas,DRUGGABLE GENOME
AXIN1,AXIN 1,MskImpact,CLINICALLY ACTIONABLE
AXIN1,AXIN 1,GO,KINASE
AXIN1,AXIN 1,GO,SERINE THREONINE KINASE
ADGRA3,ADHESION G PROTEIN-COUPLED RECEPTOR A3,GO,CELL SURFACE
ADGRA3,ADHESION G PROTEIN-COUPLED RECEPTOR A3,"GO,dGene,HopkinsGroom,GuideToPharmacologyGenes",G PROTEIN COUPLED RECEPTOR
ADGRA3,ADHESION G PROTEIN-COUPLED RECEPTOR A3,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
ADGRA3,ADHESION G PROTEIN-COUPLED RECEPTOR A3,"dGene,HopkinsGroom,RussLampel",DRUGGABLE GENOME
MAS1L,"MAS1 PROTO-ONCOGENE LIKE, G PROTEIN-COUPLED RECEPTOR","dGene,HopkinsGroom,HingoraniCasas",DRUGGABLE GENOME
MAS1L,"MAS1 PROTO-ONCOGENE LIKE, G PROTEIN-COUPLED RECEPTOR","dGene,HopkinsGroom,GO",G PROTEIN COUPLED RECEPTOR
SGF29,SAGA COMPLEX ASSOCIATED FACTOR 29,GO,HISTONE MODIFICATION
CLUL1,CLUSTERIN LIKE 1,HingoraniCasas,DRUGGABLE GENOME
DHFR,DIHYDROFOLATE REDUCTASE,"HopkinsGroom,RussLampel,HingoraniCasas,RussLampel",DRUGGABLE GENOME
KCNE3,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY E REGULATORY SUBUNIT 3,GO,ION CHANNEL
KCNE3,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY E REGULATORY SUBUNIT 3,GO,TRANSPORTER
IL25,INTERLEUKIN 25,HingoraniCasas,DRUGGABLE GENOME
PTPRZ2,"PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE, Z2",dGene,DRUGGABLE GENOME
PTPRZ2,"PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE, Z2",dGene,PROTEIN PHOSPHATASE
MPL,"MPL PROTO-ONCOGENE, THROMBOPOIETIN RECEPTOR",GO,CELL SURFACE
MPL,"MPL PROTO-ONCOGENE, THROMBOPOIETIN RECEPTOR","MskImpact,CarisMolecularIntelligence,FoundationOneGenes",CLINICALLY ACTIONABLE
MPL,"MPL PROTO-ONCOGENE, THROMBOPOIETIN RECEPTOR",HingoraniCasas,DRUGGABLE GENOME
KERA,KERATOCAN,HingoraniCasas,DRUGGABLE GENOME
ADGRE2,ADHESION G PROTEIN-COUPLED RECEPTOR E2,RussLampel,DRUGGABLE GENOME
ADGRE2,ADHESION G PROTEIN-COUPLED RECEPTOR E2,GO,G PROTEIN COUPLED RECEPTOR
APLN,APELIN,GO,HORMONE ACTIVITY
APLN,APELIN,HingoraniCasas,DRUGGABLE GENOME
OR4A47,OLFACTORY RECEPTOR FAMILY 4 SUBFAMILY A MEMBER 47,"HopkinsGroom,dGene,GO",G PROTEIN COUPLED RECEPTOR
OR4A47,OLFACTORY RECEPTOR FAMILY 4 SUBFAMILY A MEMBER 47,"HopkinsGroom,RussLampel,dGene",DRUGGABLE GENOME
EDN1,ENDOTHELIN 1,GO,HORMONE ACTIVITY
EDN1,ENDOTHELIN 1,GO,TUMOR SUPPRESSOR
EDN1,ENDOTHELIN 1,GO,DRUG RESISTANCE
EDN1,ENDOTHELIN 1,GO,KINASE
EDN1,ENDOTHELIN 1,GO,SERINE THREONINE KINASE
EDN1,ENDOTHELIN 1,HingoraniCasas,DRUGGABLE GENOME
PTPN1,"PROTEIN TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1","HopkinsGroom,RussLampel,dGene,HingoraniCasas",DRUGGABLE GENOME
PTPN1,"PROTEIN TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1","HopkinsGroom,GO,dGene",PROTEIN PHOSPHATASE
PTPN1,"PROTEIN TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",GO,TYROSINE KINASE
PTPN1,"PROTEIN TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",GO,SERINE THREONINE KINASE
PTPN1,"PROTEIN TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",GO,KINASE
SLC25A47,SOLUTE CARRIER FAMILY 25 MEMBER 47,"GO,GuideToPharmacologyGenes",TRANSPORTER
SLC25A47,SOLUTE CARRIER FAMILY 25 MEMBER 47,RussLampel,DRUGGABLE GENOME
ARSJ,ARYLSULFATASE FAMILY MEMBER J,"RussLampel,HopkinsGroom",DRUGGABLE GENOME
GJC1,GAP JUNCTION PROTEIN GAMMA 1,GO,TRANSPORTER
GJC1,GAP JUNCTION PROTEIN GAMMA 1,GO,ION CHANNEL
ARNTL,ARYL HYDROCARBON RECEPTOR NUCLEAR TRANSLOCATOR LIKE,GO,TRANSCRIPTION FACTOR COMPLEX
ARNTL,ARYL HYDROCARBON RECEPTOR NUCLEAR TRANSLOCATOR LIKE,GO,TRANSCRIPTION FACTOR BINDING
ARNTL,ARYL HYDROCARBON RECEPTOR NUCLEAR TRANSLOCATOR LIKE,GO,TUMOR SUPPRESSOR
AQP3,AQUAPORIN 3 (GILL BLOOD GROUP),"GuideToPharmacologyGenes,GO",TRANSPORTER
CD79B,CD79B MOLECULE,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
CD79B,CD79B MOLECULE,GO,CELL SURFACE
CD79B,CD79B MOLECULE,"FoundationOneGenes,MskImpact",CLINICALLY ACTIONABLE
CD79B,CD79B MOLECULE,HingoraniCasas,DRUGGABLE GENOME
CTRB1,CHYMOTRYPSINOGEN B1,"dGene,HopkinsGroom,RussLampel,HingoraniCasas,RussLampel",DRUGGABLE GENOME
CTRB1,CHYMOTRYPSINOGEN B1,"dGene,HopkinsGroom,GO",PROTEASE
MT-RNR1,S-RRNA,GO,KINASE
RDH12,RETINOL DEHYDROGENASE 12 (ALL-TRANS/9-CIS/11-CIS),"HopkinsGroom,RussLampel",DRUGGABLE GENOME
RDH12,RETINOL DEHYDROGENASE 12 (ALL-TRANS/9-CIS/11-CIS),HopkinsGroom,SHORT CHAIN DEHYDROGENASE REDUCTASE
LRTOMT,LEUCINE RICH TRANSMEMBRANE AND O-METHYLTRANSFERASE DOMAIN CONTAINING,HingoraniCasas,DRUGGABLE GENOME
FNTB,"FARNESYLTRANSFERASE, CAAX BOX, BETA","RussLampel,HopkinsGroom,HingoraniCasas",DRUGGABLE GENOME
FNTB,"FARNESYLTRANSFERASE, CAAX BOX, BETA",GO,TUMOR SUPPRESSOR
KCNQ5,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY Q MEMBER 5,"HingoraniCasas,RussLampel,HopkinsGroom",DRUGGABLE GENOME
KCNQ5,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY Q MEMBER 5,"BaderLabGenes,GO,GuideToPharmacologyGenes,HopkinsGroom",ION CHANNEL
KCNQ5,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY Q MEMBER 5,"GO,GuideToPharmacologyGenes",TRANSPORTER
TRRAP,TRANSFORMATION/TRANSCRIPTION DOMAIN ASSOCIATED PROTEIN,"GuideToPharmacologyGenes,HopkinsGroom",PHOSPHATIDYLINOSITOL 3 KINASE
TRRAP,TRANSFORMATION/TRANSCRIPTION DOMAIN ASSOCIATED PROTEIN,"GuideToPharmacologyGenes,dGene",SERINE THREONINE KINASE
TRRAP,TRANSFORMATION/TRANSCRIPTION DOMAIN ASSOCIATED PROTEIN,"HopkinsGroom,RussLampel,dGene",DRUGGABLE GENOME
TRRAP,TRANSFORMATION/TRANSCRIPTION DOMAIN ASSOCIATED PROTEIN,GO,DNA REPAIR
TRRAP,TRANSFORMATION/TRANSCRIPTION DOMAIN ASSOCIATED PROTEIN,GO,HISTONE MODIFICATION
TRRAP,TRANSFORMATION/TRANSCRIPTION DOMAIN ASSOCIATED PROTEIN,GO,KINASE
TRRAP,TRANSFORMATION/TRANSCRIPTION DOMAIN ASSOCIATED PROTEIN,GO,PROTEASE
TRRAP,TRANSFORMATION/TRANSCRIPTION DOMAIN ASSOCIATED PROTEIN,GO,TRANSCRIPTION FACTOR COMPLEX
VN1R10P,VOMERONASAL 1 RECEPTOR 10 PSEUDOGENE,dGene,DRUGGABLE GENOME
VN1R10P,VOMERONASAL 1 RECEPTOR 10 PSEUDOGENE,dGene,G PROTEIN COUPLED RECEPTOR
